Wavelength,mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),iRFP670 (EX),iRFP670 (EM),iRFP713 (EX),iRFP713 (EM),mScarlet (EX),mScarlet (EM),mApple (EX),mApple (EM),Sirius (EX),Sirius (EM),Cerulean (EM),Cerulean (EX),ECFP (EM),ECFP (EX),mKO (EM),mKO (EX),mPlum (EM),mPlum (EX),TagRFP (EM),TagRFP (EX),tdTomato (EM),tdTomato (EX),iRFP720 (EX),iRFP720 (EM),EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),mCitrine (AB),mCitrine (EM),EGFPm (AB),EGFPm (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),Jred (EX),Jred (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mRuby2 (EX),mRuby2 (EM),TagRFP-T (EX),TagRFP-T (EM)
435,0.005,,0.015,,,,,,,,0.0204342,,0.0732044,,,0.967411546,,1,0.953,0.0044,,0.013437014073133,,,,0.002934090094641,0.0522,,,,0.00891,0.76546,0.03277,,0.198192368,,0.027,,0.274,,0.011129702,,0.014837908,,0.44612,0.00135,,,,,0.029023432,,0.871761294,,0.3088209,,0.0488,,0.272610244,,0.036478,,0.077381,
436,0.005,,0.016,,,,,,,,0.0204342,,0.0732044,,,0.953445065,,0.99973797798157,0.9528,0.0056,,0.01416796259582,,,,0.003188309958205,0.0549,,,,0.00799,0.76251,0.03495,,0.174951581,,0.027,,0.283,,0.011007404,,0.014822564,,0.41209,0.00135,,,,,0.028864931,,0.896007468,,0.3214591,,0.0518,,0.293551933,,0.036478,,0.077381,
437,0.005,,0.017,,,,,,,,0.0204342,,0.0732044,,,0.946461825,0.004243589937687,0.99675697088242,0.9499,0.0042,,0.014891134575009,,,,0.003214870113879,0.0577,,,,0.00721,0.79934,0.03511,,0.151710795,,0.028,,0.292,,0.010729884,,0.014858874,,0.37814,0.00163,,,,,0.029068567,,0.896007468,,0.334279,,0.0554,,0.293551933,,0.036478,,0.077381,
438,0.006,,0.018,,,,,,,,0.0217114,,0.0732044,,,0.936219739,0.004876390099526,0.99355101585388,0.9469,0.0049,,0.015948677435517,,,,0.003516830038279,0.0591,,,,0.0065,0.81334,0.03647,,0.132988989,,0.029,,0.302,,0.010448716,,0.014864716,,0.34587,0.00169,,,,,0.030664412,,0.906190558,,0.3473419,,0.0587,,0.331998329,,0.0377358,,0.078869,
439,0.006,,0.019,,,,,,,,0.0217114,,0.0732044,,,0.933891993,0.005108859855682,0.98954701423645,0.9431,0.0051,,0.016959564760327,,,,0.003631070023403,0.0614,,,,0.00587,0.84303,0.03819,,0.122659762,,0.031,,0.314,,0.01133582,,0.015255049,,0.31466,0.00197,,,,,0.031140131,,0.906190558,,0.3606858,,0.0627,,0.331998329,,0.0377358,,0.077381,
440,0.006,,0.02,,,,,,,,0.0217114,,0.0732044,,,0.931564246,0.006501180119813,0.98376697301865,0.9376,0.0065,,0.017923794686794,,,,0.003727559931576,0.0651,,,,0.00531,0.88381,0.03971,,0.111039369,,0.032,,0.325,,0.011220503,,0.01485711,,0.2854,0.00203,,,,,0.032190092,,0.917848885,0.004199508,0.3742363,,0.0653,,0.350498071,,0.0377358,,0.078869,
441,0.007,,0.021,,,,,,,,0.0242656,,0.0745856,,,0.923649907,0.006544040050358,0.97853398323059,0.9326,0.0065,,0.018724728375673,,,,0.003829400055111,0.0698,,,,0.00484,0.88268,0.04471,,0.098127829,,0.034,,0.337,,0.01163973,,0.015378794,,0.25769,0.00225,,,,,0.031867461,,0.917848885,0.004199508,0.3879239,,0.0682,,0.350498071,,0.0389937,,0.078869,
442,0.007,,0.023,,,,,,,,0.0242656,,0.0745856,,,0.924581006,0.007941279560328,0.97316098213196,0.9274,0.0079,,0.019937792792916,,,,0.004161769989878,0.073,,,,0.00444,0.89844,0.04334,,0.089735321,,0.035,,0.35,,0.011850302,,0.01527159,,0.23029,0.00248,,,,,0.031990955,,0.907316763,0.004779656,0.402036,,0.0718,,0.367983853,,0.0389937,,0.0818452,
443,0.008,,0.024,,,,,,,,0.0242656,,0.0745856,,,0.92132216,0.009320800192654,0.96830797195435,0.9228,0.0093,,0.021314151585102,,,,0.00425363983959,0.0754,,,,0.00411,0.91636,0.04611,,0.080051647,,0.037,,0.363,,0.010448716,,0.015406999,,0.20581,0.0027,,,,,0.031729283,,0.907316763,0.004779656,0.416716,,0.0768,,0.367983853,,0.0389937,,0.0818452,
444,0.008,,0.025,,,,,,,,0.0255428,,0.0745856,,,0.917597765,0.011089299805462,0.9648579955101,0.9195,0.0111,,0.022480560466647,,,,0.004388689994812,0.0784,,,,0.00381,0.93845,0.04814,,0.072304721,,0.039,,0.377,,0.01128841,,0.015965138,,0.18157,0.00282,,,,,0.032947094,,0.918580508,0.005724485,0.4319652,,0.0819,,0.408200663,,0.0389937,,0.0818452,
445,0.009,,0.027,,,,,,,,0.0255428,,0.0745856,,,0.903631285,0.013027500361204,0.96163898706436,0.9165,0.013,,0.024517884477973,,,,0.004527439828962,0.0815,,,,0.00353,0.94346,0.05052,,0.059393162,,0.04,,0.392,,0.011174777,,0.016707648,,0.16018,0.00304,,,,,0.034005457,,0.918580508,0.005724485,0.4478936,,0.0861,,0.408200663,,0.0389937,,0.0833333,
446,0.009,,0.028,,,,,,,,0.0280971,,0.0759668,,,0.895251397,0.015896199271083,0.95998501777649,0.9149,0.0159,,0.025575427338481,,,,0.004983230028302,0.085,,,,0.00328,0.96685,0.05388,,0.049063915,,0.043,,0.407,,0.01113696,,0.016443388,,0.14105,0.00315,,,,,0.034606616,,0.909980255,0.008002109,0.4644923,,0.0904,,0.439650716,,0.0389937,,0.0833333,
447,0.01,,0.03,,,,,,,,0.0280971,,0.0759668,,,0.887337058,0.018770199269056,0.95940101146698,0.9143,0.0188,,0.026874028146267,,,,0.005064410157502,0.0881,,,,0.00304,0.98079,0.05603,,0.041316979,,0.046,,0.423,,0.011850302,,0.017192325,,0.12275,0.00349,,,,,0.034537934,,0.909980255,0.008002109,0.4814955,,0.0955,,0.439650716,,0.0389937,,0.0833333,
448,0.01,,0.032,,,,,,,,0.0293742,,0.0773481,,,0.88594041,0.022979699075222,0.95975399017334,0.9147,0.023,,0.028514774516225,,,,0.005405589938164,0.0921,,,,0.00284,1,0.06005,,0.03938024,,0.048,,0.439,,0.01196527,,0.017298402,,0.10616,0.00355,,,,,0.034528127,,0.894864764,0.012148016,0.4988351,,0.0982,,0.449810535,,0.0402516,,0.0848214,
449,0.011,,0.034,,,,,,,,0.0306513,,0.0787293,,,0.866852886,0.029413899406791,0.96027499437332,0.9152,0.0294,,0.029354587197304,,,,0.005352349951863,0.0954,,,,0.00265,0.96997,0.06308,,0.041316979,,0.051,,0.456,,0.011900354,,0.017300579,,0.09076,0.00366,,,,,0.035145436,,0.894864764,0.012148016,0.5164812,,0.101,,0.449810535,,0.0427673,,0.0848214,
450,0.012,,0.035,,0.1186458,,,,,,0.0319285,,0.0787293,,,0.849627561,0.035043198615313,0.96165901422501,0.9165,0.035,,0.032270606607199,,,,0.005550339818001,0.0994,,,,0.00249,0.95269,0.06417,,0.041316979,,0.054,,0.473,,0.013497862,,0.017647292,,0.07688,0.00389,,,,,0.034134183,,0.888862492,0.016171855,0.5346146,,0.1083,,0.470872011,,0.0427673,,0.0848214,
451,0.012,,0.037,,0.1227806,,,,,,0.0332056,,0.0787293,,,0.838919926,0.043268200010061,0.96198499202728,0.9168,0.0433,,0.032853808254004,,,,0.006223959848285,0.1026,,,,0.00232,0.94224,0.06782,,0.041316979,,0.057,,0.49,,0.013385651,,0.017272144,,0.06466,0.00389,,,,,0.035996271,,0.888862492,0.016171855,0.5530414,,0.1135,,0.470872011,,0.0427673,,0.0848214,
452,0.013,,0.039,,0.1280845,,,,,,0.0357599,,0.0801105,,,0.824022346,0.053907800465822,0.96190398931503,0.9167,0.0539,,0.035155519843102,,,,0.006829820107669,0.1069,,,,0.00216,0.95275,0.07253,,0.041316979,,0.061,,0.508,,0.014882836,,0.017483315,,0.05415,0.00417,,,,,0.036953671,,0.933952642,0.025203139,0.5716389,,0.1211,,0.50433802,,0.0427673,,0.0848214,
453,0.014,,0.041,,0.1324125,,,,,,0.0357599,,0.0814917,,,0.810055866,0.066309899091721,0.96000999212265,0.9149,0.0663,,0.036897357553244,,,,0.007350440137088,0.1105,,,,0.002,0.92332,0.07533,,0.03938024,,0.064,,0.525,,0.014490416,,0.018571197,,0.04539,0.00422,,,,,0.037737039,,0.933952642,0.025203139,0.5903755,,0.128,,0.50433802,,0.0427673,,0.0863095,
454,0.015,,0.044,,0.1368355,,,,,,0.037037,,0.0828729,,,0.791433892,0.081666603684425,0.95648097991943,0.9116,0.0817,,0.039401244372129,,,,0.007185409776866,0.1142,,,,0.00187,0.91991,0.0791,,0.040025823,,0.066,,0.543,,0.014814288,,0.018154573,,0.03824,0.00434,,,,,0.038679014,,0.945437299,0.038731041,0.6093719,,0.1355,,0.542054059,,0.045283,,0.0877976,
455,0.016,,0.046,,0.1420295,,,,,,0.0395913,,0.0828729,,,0.776070764,0.10136099904776,0.94940900802612,0.9048,0.1014,,0.040124416351318,,,,0.007815820164979,0.1173,,,,0.00179,0.89754,0.08427,,0.049063915,,0.07,,0.561,,0.014761315,,0.018867049,,0.03194,0.00439,,,,,0.040573975,,0.945437299,0.038731041,0.6287466,0.0017786,0.1455,,0.542054059,,0.045283,,0.0877976,
456,0.016,,0.049,,0.1474354,,,,,,0.0408685,,0.0842541,,,0.762569832,0.12406799942255,0.940200984478,0.896,0.1241,,0.042247276753187,,,,0.008585509844124,0.1203,,,,0.00174,0.88009,0.08602,,0.049063915,,0.073,,0.579,,0.01534965,,0.01912075,,0.02686,0.00439,,,,,0.041224466,,0.97532633,0.060202365,0.6489975,0.0018931,0.1589,,0.59632211,,0.0465409,,0.0892857,
457,0.017,,0.051,,0.1523941,,,,,,0.0434227,,0.0856354,,,0.738826816,0.1494950056076,0.92598801851273,0.8825,0.1495,,0.044758941978216,,,,0.009129550307989,0.1239,,,,0.00174,0.86659,0.09201,,0.049063915,,0.076,,0.595,,0.015515703,,0.020533111,,0.02238,0.00434,,,,,0.044279421,,0.97532633,0.060202365,0.6699464,0.0020217,0.169,,0.59632211,,0.0477987,,0.0892857,
458,0.018,,0.054,,0.156987,,,,,,0.0446999,,0.0870166,,,0.724394786,0.17927999794483,0.90799498558044,0.8653,0.1793,,0.046772938221693,,,,0.009538790211082,0.1279,,,,0.00177,0.83942,0.09615,,0.041962562,,0.08,,0.612,,0.015896715,,0.019908634,,0.01903,0.00428,,,,,0.045051572,,1.000000081,0.093237141,0.6911229,0.0021853,0.1816,,0.6328507,,0.0490566,,0.0892857,
459,0.02,,0.057,,0.1622,,,,,,0.0472541,,0.0883978,,,0.703445065,0.21440899372101,0.88509702682495,0.8435,0.2144,,0.049587868154049,,,,0.01018219999969,0.1321,,,,0.00182,0.81125,0.09913,,0.034215627,,0.084,,0.628,,0.015976307,,0.019903218,,0.01622,0.00462,,,,,0.045791436,,1.000000081,0.093237141,0.7122659,0.0026208,0.188,,0.6328507,,0.0490566,,0.0907738,
460,0.021,,0.06,,0.1684377,,,,,,0.0485313,,0.089779,,,0.687616387,0.25897198915482,0.85734802484512,0.8171,0.259,,0.051640745252371,,,,0.00991837028414,0.1349,,,,0.00189,0.80494,0.1032,,0.031633315,,0.088,,0.644,,0.016386715,,0.020672828,,0.01366,0.00462,,,,,0.044827723,,0.957362732,0.134535694,0.733908,0.0031033,0.1921,,0.624837685,,0.0490566,,0.0922619,
461,0.022,,0.063,,0.1759329,,,,,,0.0510856,,0.0911602,,,0.665735568,0.30487099289894,0.82482302188873,0.7861,0.3049,,0.055528771132231,,,,0.010997800156474,0.1384,,,,0.00197,0.78517,0.10811,,0.035506783,,0.093,,0.66,,0.016860777,,0.021000216,,0.01152,0.00462,,,,,0.044430922,,0.957362732,0.134535694,0.755859,0.0035454,0.1962,,0.624837685,,0.0503145,,0.0922619,
462,0.023,,0.067,,0.1822611,,,,,,0.0523627,,0.0925414,,,0.64990689,0.35870799422264,0.78839999437332,0.7514,0.3587,,0.057534992694855,,,,0.011012700386345,0.1429,,,,0.00207,0.75975,0.11323,,0.037443511,,0.098,,0.674,,0.017687225,,0.020731946,,0.00952,0.00462,,,,,0.045439544,,0.893956412,0.199392606,0.7778632,0.0040792,0.2023,,0.612542453,,0.0528302,,0.0922619,
463,0.025,,0.07,,0.185762,,,,,,0.054917,,0.0939227,,,0.62849162,0.41736999154091,0.74700999259949,0.7119,0.4174,,0.060225505381823,,,,0.01133169978857,0.1484,,,,0.00219,0.75614,0.12044,,0.037443511,,0.103,,0.689,0.003,0.01834931,,0.020898279,,0.00794,0.00468,,,,,0.046850932,,0.893956412,0.199392606,0.7993335,0.0049077,0.2136,,0.612542453,,0.0528302,,0.0922619,
464,0.025,,0.074,,0.1909081,,,,,,0.0561941,,0.0953039,,,0.608938547,0.4752199947834,0.70265901088715,0.6696,0.4752,,0.063802488148212,,,,0.012575100176036,0.1539,,,,0.0023,0.7434,0.12705,,0.038089084,,0.108,,0.702,0.003,0.020223452,,0.020659646,,0.00669,0.00451,,,,,0.047954251,,0.860454735,0.282668583,0.8196108,0.0060577,0.2286,,0.636483863,,0.054088,,0.0922619,
465,0.027,,0.079,,0.1972351,,,,,,0.0587484,,0.0980663,,,0.591247672,0.53663301467896,0.65582901239395,0.625,0.5366,,0.066920682787895,,,,0.013810499571264,0.1598,,,,0.00241,0.73056,0.13325,,0.040025823,,0.115,,0.715,0.003,0.019784022,,0.021820919,,0.00572,0.00445,,,,,0.050295478,,0.860454735,0.282668583,0.837393,0.0073224,0.2477,,0.636483863,0.005231779,0.0553459,,0.09375,
466,0.029,,0.083,,0.2100846,,,,,,0.0625798,,0.0980663,,,0.576815642,0.60041701793671,0.6083419919014,0.5798,0.6004,,0.070800930261612,,,,0.014544200152159,0.1663,,,,0.00251,0.70654,0.13945,,0.041316979,,0.121,,0.728,0.004,0.021158494,,0.021963604,,0.00493,0.00451,,,,,0.052333065,,0.801930839,0.383733153,0.8527228,0.0092012,0.2614,,0.68041493,0.005231779,0.0566038,,0.0952381,
467,0.03,,0.087,,0.2172677,,,,,,0.0625798,,0.10221,,,0.554934823,0.66543698310852,0.55949902534485,0.5332,0.6654,,0.075342148542404,,,,0.015369200147688,0.173,,,,0.00258,0.72057,0.14784,,0.041316979,,0.128,,0.74,0.004,0.022962985,,0.022408381,,0.00435,0.00468,,,,,0.054454075,,0.801930839,0.383733153,0.8665452,0.010243,0.2738,,0.68041493,0.007341189,0.0591195,,0.0967262,
468,0.031,,0.091,,0.220707,,,,,,0.0664112,,0.10221,,,0.53538175,0.73046100139618,0.51194697618484,0.4879,0.7305,,0.078382581472397,,,,0.016803000122309,0.1801,,,,,0.69326,0.15818,,0.041316979,,0.136,,0.752,0.005,0.023161463,,0.022754907,,0.00388,0.00484,,,,,0.055771764,,0.701402229,0.512096489,0.8794163,0.0123598,0.2873,,0.702138327,0.007341189,0.0591195,,0.0967262,
469,0.033,,0.096,,0.227807,,,,,,0.0676884,,0.103591,,,0.522811918,0.78492099046707,0.46554699540138,0.4437,0.7849,,0.082192845642567,,,,0.017667299136519,0.1873,,,,,0.6852,0.16697,,0.03938024,,0.145,,0.765,0.006,0.024632679,,0.02288578,,0.00354,0.00473,,,,,0.056680894,,0.701402229,0.512096489,0.8908928,0.0149368,0.2994,,0.702138327,0.010844342,0.0616352,,0.0982143,
470,0.034,,0.102,,0.2348217,,,,,,0.0702427,,0.106354,,,0.507914339,0.84139198064804,0.42118000984192,0.4014,0.8414,,0.086391910910606,,,,0.018758699297905,0.1945,,,,,0.66977,0.1785,,0.041316979,,0.155,,0.777,0.007,0.025239396,,0.022910838,,0.00319,0.00462,,,,,0.058112969,,0.599019974,0.615103176,0.9011308,0.018304,0.3185,,0.736247059,0.010844342,0.0628931,,0.0997024,
471,0.036,,0.107,,0.2408371,,,,,,0.0715198,,0.107735,,,0.493482309,0.89136302471161,0.37874698638916,0.361,0.8914,,0.090513221919537,,,,0.020225899294019,0.2016,,,,,0.65906,0.19042,,0.047772759,,0.166,,0.789,0.009,0.027682199,,0.024044892,,0.00297,0.00484,,,,,0.061129712,,0.599019974,0.615103176,0.91023,0.0222098,0.3344,,0.736247059,0.015609196,0.0654088,,0.0997024,
472,0.038,,0.114,,0.2507091,,,,,,0.0740741,,0.110497,,,0.475325885,0.93039298057556,0.33996599912643,0.324,0.9304,,0.094945564866066,,,,0.02146489918232,0.2086,,,,,0.66954,0.20366,,0.049063915,,0.178,,0.802,0.01,0.028373273,,0.024278898,,0.00278,0.00473,,,,,0.061778592,,0.516147135,0.726711203,0.9185772,0.0274051,0.346,,0.767171222,0.015609196,0.0654088,,0.102679,
473,0.039,,0.118,,0.258222,,,,,,0.0779055,,0.11326,,,0.463407821,0.95882397890091,0.30433401465416,0.29,0.9588,,0.10163296759129,,,,0.023564899340272,0.2152,,,,,0.64632,0.21739,,0.049063915,,0.191,,0.814,0.012,0.030183026,,0.025291892,,0.00263,0.00484,,,,,0.065250545,,0.516147135,0.726711203,0.9271437,0.0324736,0.3647,,0.767171222,0.023109471,0.0691824,,0.102679,
474,0.041,,0.122,,0.2646301,,,,,,0.0791826,,0.116022,,,0.448184358,0.97072601318359,0.27206799387932,0.2593,0.9707,,0.10544323176146,,,,0.024177700281143,0.2215,,,,,0.64519,0.23194,,0.043253718,,0.206,,0.829,0.015,0.032450935,,0.026376554,,0.00251,0.00484,,,,,0.06714732,,0.414178818,0.839527016,0.9371437,0.0387851,0.3783,,0.804281302,0.023109471,0.0704403,,0.104167,
475,0.042,,0.129,,0.2737851,,,,,,0.0817369,,0.117403,,,0.439664804,0.99464702606201,0.24252299964428,0.2311,0.9946,,0.10847589373589,,,,0.026422999799252,0.2273,,,,,0.64993,0.24745,,0.035506783,,0.22,,0.842,0.018,0.03302061,,0.026686296,,0.00239,0.00473,,,,,0.070795006,,0.414178818,0.839527016,0.9484499,0.0476079,0.3979,,0.804281302,0.033781684,0.072956,,0.107143,
476,0.044,,0.134,,0.280252,,,,,,0.0855683,,0.121547,,,0.420903166,0.9966179728508,0.21678100526333,0.2066,0.9966,,0.11368584632874,0.0376,,,0.028746899217367,0.2324,,,,,0.63026,0.26174,,0.031633315,,0.235,,0.856,0.022,0.035513584,,0.027302369,,0.00231,0.00479,,,,,0.073409426,,0.329392761,0.930782249,0.9602534,0.0560895,0.4136,,0.832372754,0.033781684,0.0754717,,0.107143,
477,0.046,,0.139,,0.2866881,,,,,,0.0893997,,0.122928,,,0.414292365,1,0.19328199326992,0.1842,1,,0.11858475953341,0.0405,,,0.030500400811434,0.2368,,,,,0.61881,0.27866,,0.035506783,,0.251,,0.871,0.027,0.037181766,,0.0280996,,0.00229,0.00484,,,,,0.075427083,,0.329392761,0.930782249,0.9715079,0.0650945,0.4266,,0.832372754,0.050684363,0.0779874,,0.110119,
478,0.049,,0.144,,0.2937617,,,,,,0.0932312,,0.127072,,,0.405493482,0.99288302659988,0.17250999808311,0.1644,0.9929,,0.12387247383595,0.0411,,,0.031562998890877,0.2405,,,,,0.61075,0.29294,,0.037443511,,0.265,,0.885,0.032,0.038264793,,0.028775005,,0.00226,0.00484,,,,,0.078241427,,0.269586009,0.983641068,0.9814012,0.0785975,0.4421,,0.861564262,0.050684363,0.0792453,,0.111607,
479,0.05,,0.149,,0.300781,,,,,,0.0970626,,0.129834,,,0.392318436,0.98566097021103,0.1550949960947,0.1478,0.9857,,0.12884914875031,0.0434,,,0.03366469964385,0.2429,,,,,0.60309,0.30805,,0.037443511,,0.281,,0.9,0.038,0.040120904,,0.029642791,,0.00225,0.00501,,,,,0.081104821,,0.269586009,0.983641068,0.9894595,0.0935976,0.4626,,0.861564262,0.075528146,0.081761,,0.114583,
480,0.053,,0.153,,0.3076321,,,,,,0.100894,,0.135359,,,0.381005587,0.96826100349426,0.13817800581455,0.1317,0.9683,,0.13320372998714,0.0464,,,0.037583898752928,0.2444,,,,,0.59794,0.32091,,0.037443511,,0.294,,0.915,0.046,0.042714517,,0.031341127,,0.00228,0.00501,,,,,0.088547133,,0.21721365,0.999999898,0.9953827,0.1090408,0.492,,0.948009558,0.075528146,0.0855346,,0.114583,
481,0.056,,0.157,,0.3115055,,,,,,0.104725,,0.140884,,,0.371741155,0.95271098613739,0.12362000346184,0.1178,0.9527,,0.13748055696487,0.0476,,,0.042100198566914,0.2461,,,,,0.5854,0.33277,,0.041316979,,0.307,,0.929,0.055,0.046790741,,0.032770689,,0.00231,0.00524,,,,,0.096875158,,0.21721365,0.999999898,0.9991571,0.127594,0.523,,0.948009558,0.105004965,0.0893082,,0.11756,
482,0.058,,0.162,,0.3172041,,,,,,0.109834,,0.145028,,,0.365875233,0.93674498796463,0.1107660010457,0.1056,0.9367,,0.14245723187923,0.0499,,,0.043894201517105,0.2488,,,,,0.58686,0.34292,,0.041316979,,0.318,,0.944,0.065,0.046661805,,0.033482106,,0.00234,0.00513,,,,,0.100074541,,0.075040585,0.99078576,0.9999901,0.1481031,0.5431,,0.999999687,0.105004965,0.0918239,,0.120536,
483,0.061,,0.167,,0.3215662,,,,,,0.11622,,0.149171,,,0.35735568,0.92047500610352,0.099044397473335,0.0944,0.9205,,0.14650078117847,0.0523,,,0.044874098151922,0.2524,,,,,0.56473,0.35236,,0.041316979,,0.327,,0.957,0.078,0.05070363,,0.033855888,,0.00236,0.00513,,,,,0.099223336,,,0.99078576,0.9978466,0.1720827,0.5394,,0.999999687,0.150624915,0.0955975,,0.122024,
484,0.063,,0.171,,0.326089,,,,,,0.120051,,0.153315,,,0.348556797,0.90571397542953,0.088509999215603,0.0844,0.9057,,0.15046656131744,0.054,,,0.044815398752689,0.2556,,,,,0.55036,0.36221,,0.041316979,,0.335,0.002,0.969,0.092,0.050899456,,0.034146131,,0.00239,0.00529,,,,,0.098251989,,,0.973249697,0.9930046,0.1970827,0.5308,,0.923882816,0.150624915,0.0968553,,0.125,
485,0.066,,0.177,,0.3294132,0.0120113,,,,,0.126437,,0.15884,,,0.340502793,0.89585697650909,0.078929401934147,0.0752,0.8958,,0.15824261307716,0.057,,,0.046783998608589,0.2592,,,,,0.53922,0.366,,0.03938024,,0.341,0.002,0.979,0.109,0.054974591,0.001330907,0.035379878,,0.00243,0.00535,,,,,0.098901904,,,0.973249697,0.9859732,0.2239248,0.5308,,0.923882816,0.207575623,0.100629,,0.126488,
486,0.069,,0.183,,0.3321277,0.01321718,,,,,0.131545,,0.162983,,,0.332821229,0.88337999582291,0.070016801357269,0.0667,0.8834,,0.16353031992912,0.0602,,,0.046416699886322,0.2627,,,,,0.5216,0.37081,,0.041316979,,0.347,0.002,0.989,0.127,0.057586813,0.001345625,0.035417806,,0.00246,0.00552,,,,,0.099250847,,,0.920230289,0.9768901,0.2547261,0.5257,,0.849571528,0.207575623,0.103145,,0.129464,
487,0.073,,0.188,,0.3330888,0.01496179,,,,,0.137931,,0.168508,,,0.323370577,0.87488102912903,0.061437100172043,0.0586,0.8749,,0.1705287694931,0.0643,,,0.047163300216198,0.2676,,,,,0.51646,0.3758,,0.047127176,,0.351,0.002,0.994,0.148,0.058670355,0.001395777,0.03552714,,0.00247,0.0058,,,,,0.099342232,,,0.920230289,0.9657613,0.2910215,0.523,,0.849571528,0.284593434,0.106918,,0.130952,
488,0.076,,0.196,,0.3371239,0.01692971,,,,,0.14304,,0.174033,,,0.318715084,0.86765998601913,0.054047498852015,0.0515,0.8676,,0.17822706699371,0.0676,,,0.05156460031867,0.2715,,,,,0.49326,0.38088,,0.049063915,,0.354,0.002,0.998,0.172,0.061307332,0.00138957,0.036761797,,0.00252,0.00591,,,,,0.104168192,,,0.892281976,0.9519623,0.3288915,0.5404,,0.7974347,0.284593434,0.110692,,0.13244,
489,0.081,,0.202,,0.3387559,0.01869665,,,,,0.150702,,0.179558,,,0.312756052,0.85860097408295,0.047563500702381,0.0453,0.8586,,0.18740279972553,0.0707,,,0.052685000002384,0.2762,,,,,0.48029,0.38485,,0.049063915,,0.358,0.003,1,0.198,0.064811131,0.001484074,0.038137183,,0.00257,0.00625,,,,,0.109463213,,,0.892281976,0.9352518,0.3680559,0.5663,,0.7974347,0.377993412,0.113208,,0.136905,
490,0.084,,0.21,,0.3429846,0.02074273,,,,,0.155811,,0.183702,,,0.305307263,0.85212600231171,0.042002998292446,0.04,0.8521,,0.19611197710037,0.0736,,,0.055741000920534,0.2799,,,,,0.48285,0.39041,0.00291,0.041962562,,0.362,0.003,0.997,0.227,0.066497768,0.001517593,0.039624894,,0.00262,0.00665,,,,,0.111019094,,,0.843804542,0.9148208,0.4178926,0.5741,0.0129,0.761367901,0.377993412,0.116981,,0.139881,
491,0.089,,0.219,,0.349514,0.02292559,,,,,0.162197,,0.189227,,,0.297486034,0.85568499565125,0.037138801068068,0.0354,0.8557,,0.20536547899246,0.0773,,,0.058199100196362,0.2853,,,,,0.46218,0.39546,0.00158,0.035506783,,0.367,0.003,0.991,0.259,0.071487906,0.001575955,0.041530677,,0.00263,0.00698,,,,,0.11231725,,,0.843804542,0.8905119,0.4618904,0.5788,0.0111,0.761367901,0.487292035,0.122013,,0.142857,
492,0.093,,0.225,,0.3533182,0.02488234,,,,,0.167305,,0.19337,,,0.292271881,0.86167401075363,0.032648600637913,0.0311,0.8617,,0.21679626405239,0.0813,,,0.05947620049119,0.2897,,,,,0.45282,0.40186,0.00452,0.031633315,0.13243,0.373,0.003,0.98,0.295,0.071515833,0.001585892,0.042532433,,0.00263,0.00772,,,,,0.114401752,,,0.803183392,0.8622452,0.5076907,0.5883,0.0134,0.687092775,0.487292035,0.125786,,0.144345,
493,0.097,,0.234,,0.3565467,0.02712382,,,,,0.173691,,0.200276,,,0.28179702,0.86037802696228,0.027666399255395,0.0264,0.8604,,0.22783826291561,0.0861,,,0.062872298061848,0.2952,,,,,0.42674,0.41164,0.00732,,0.17636,0.379,0.004,0.964,0.331,0.074595452,0.001661874,0.043735401,,0.00267,0.00839,,,,,0.116830721,,,0.803183392,0.830209,0.5609731,0.6049,0.0167,0.687092775,0.611807805,0.128302,,0.147321,
494,0.101,,0.245,,0.3602087,0.02964443,,,,,0.177522,,0.205801,,,0.275465549,0.86550498008728,0.024779699742794,0.0236,0.8655,,0.23825816810131,0.0898,,,0.066637501120567,0.2997,,,,,0.42588,0.4199,0.00898,,0.24031,0.388,0.005,0.944,0.371,0.078270489,0.00180163,0.043556876,,0.00276,0.00929,,,,,0.123321614,,,0.765344276,0.7938391,0.6126992,0.625,0.0206,0.60728452,0.611807805,0.133333,,0.153274,
495,0.106,,0.256,,0.3678736,0.03154536,,,,,0.181354,,0.209945,,,0.265316574,0.87420099973679,0.02168140001595,0.0207,0.8742,,0.25155520439148,0.0948,,,0.06978639960289,0.3053,,,,,0.41019,0.4316,0.00747,,0.30491,0.398,0.005,0.919,0.416,0.0813997,0.001990491,0.047125254,,0.00277,0.01065,,,,,0.129467466,,,0.765344276,0.753535,0.6658292,0.6565,0.0256,0.60728452,0.727112802,0.138365,,0.15625,
