Wavelength,mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),iRFP670 (EX),iRFP670 (EM),iRFP713 (EX),iRFP713 (EM),mScarlet (EX),mScarlet (EM),mApple (EX),mApple (EM),Sirius (EX),Sirius (EM),Cerulean (EM),Cerulean (EX),ECFP (EM),ECFP (EX),mKO (EM),mKO (EX),mPlum (EM),mPlum (EX),TagRFP (EM),TagRFP (EX),tdTomato (EM),tdTomato (EX),iRFP720 (EX),iRFP720 (EM),EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),mCitrine (AB),mCitrine (EM),EGFPm (AB),EGFPm (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),Jred (EX),Jred (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mRuby2 (EX),mRuby2 (EM),TagRFP-T (EX),TagRFP-T (EM)
710,,0.128,,,,0.02147407,,0.4289717,0.6100559,0.9818144,,0.082815735,,0.080555556,,,,,,0.0148,,,,0.4016,,,,,0.9034572,0.7852349,,,,,,,,,,,,0.366979583,,0.762628712,,,0.1056707,0.4883683,0.193237,0.9200904,,0.105027637,,,,,,,,,,0.081617647,,0.068683812
711,,0.126,,,,0.02087392,,0.4211488,0.5707464,0.9922023,,0.081469979,,0.077777778,,,,,,0.0138,,,,0.3948,,,,,0.8780238,0.823366,,,,,,,,,,,,0.356120807,,0.759281746,,,0.0997499,0.4769395,0.1738574,0.9003796,,0.101806135,,,,,,,,,,0.078382353,,0.066868381
712,,0.124,,,,0.01969596,,0.4134793,0.5328983,0.9983752,,0.079813665,,0.075,,,,,,0.0136,,,,0.3887,,,,,0.850545,0.85903,,,,,,,,,,,,0.348528021,,0.743149549,,,0.0944911,0.4657199,0.1572134,0.879249,,0.100384247,,,,,,,,,,0.075147059,,0.06505295
713,,0.122,,,,0.0184538,,0.4059025,0.4970036,0.999996,,0.078571429,,0.072777778,,,,,,0.0141,,,,0.3833,,,,,0.8217494,0.8918653,,,,,,,,,,,,0.343434835,,0.735351507,,,0.0899717,0.4545505,0.1433496,0.857105,,0.096583522,,,,,,,,,,0.073088235,,0.062481089
714,,0.12,,,,0.01789273,,0.3983951,0.463305,0.9960315,,0.077122153,,0.072037037,,,,,,0.0153,,,,0.3754,,,,,0.7923081,0.9210488,,,,,,,,,,,,0.337668269,,0.727754871,,,,0.4439273,0.1321359,0.8343486,,0.097345787,,,,,,,,,,0.070588235,,0.06096823
715,,0.116,,,,0.01704974,,0.391138,0.4318011,0.9882617,,0.074637681,,0.068888889,,,,,,0.0149,,,,0.3697,,,,,0.7625585,0.9459688,,,,,,,,,,,,0.32897296,,0.727097538,,,,0.4333075,0.1232918,0.8113168,,0.091709519,,,,,,,,,,0.068382353,,0.057791225
716,,0.111,,,,0.01667569,,0.3843805,0.4023234,0.9774785,,0.072567288,,0.066481481,,,,,,0.0148,,,,0.3621,,,,,0.7325916,0.966253,,,,,,,,,,,,0.322431277,,0.719887272,,,,0.4231645,0.1164379,0.7882515,,0.092564943,,,,,,,,,,0.066323529,,0.055370651
717,,0.11,,,,0.01552006,,0.3781385,0.3746296,0.9630223,,0.070807453,,0.064814815,,,,,,0.0124,,,,0.3557,,,,,0.702505,0.9819084,,,,,,,,,,,,0.313572441,,0.702763081,,,,0.4134664,0.1111531,0.7653123,,0.087610904,,,,,,,,,,0.064705882,,0.053857791
718,,0.106,,,,0.01504274,,0.3723505,0.3484529,0.9455141,,0.068530021,,0.062592593,,,,,,0.0135,,,,0.3473,,,,,0.6722174,0.9925494,,,,,,,,,,,,0.305780996,,0.699596116,,,,0.4042913,,0.7426119,,0.083260559,,,,,,,,,,0.0625,,0.052344932
719,,0.104,,,,0.01469102,,0.3669555,0.3235464,0.9259489,,0.06552795,,0.060185185,,,,,,0.0132,,,,0.3414,,,,,0.6415188,0.9984746,,,,,,,,,,,,0.301916922,,0.695591081,,,,0.3954291,,0.7202474,,0.081789108,,,,,,,,,,0.06,,0.050832073
720,,0.102,,,,0.01370288,,0.3619131,0.2997213,0.9036637,,0.062732919,,0.058333333,,,,,,0.0147,,,,0.3347,,,,,0.6102866,1.0000006,,,,,,,,,,,,0.29637128,,0.686797852,,,,0.3871331,,0.6983167,,0.081930243,,,,,,,,,,0.057205882,,0.048562784
721,,0.1,,,,0.01297712,,0.3570226,0.2768652,0.8791847,,0.060041408,,0.057777778,,,,,,0.0145,,,,0.3284,,,,,0.5785393,0.9971438,,,,,,,,,,,,0.289257973,,0.678030155,,,,0.3789863,,0.6769094,,0.078574083,,,,,,,,,,0.056176471,,0.047655068
722,,0.097,,,,0.01222344,,0.3521911,0.25496,0.8533022,,0.058488613,,0.057037037,,,,,,0.0154,,,,0.3226,,,,,0.5460949,0.9897583,,,,,,,,,,,,0.282331256,,0.669015078,,,,0.3710073,,0.6560998,,0.07783819,,,,,,,,,,0.055441176,,0.047503782
723,,0.096,,,,0.01211458,,0.3474017,0.2341129,0.8265675,,0.056832298,,0.054814815,,,,,,0.0147,,,,0.3192,,,,,0.5130856,0.9783334,,,,,,,,,,,,0.278018863,,0.653714133,,,,0.3629626,,0.6359361,,0.078610539,,,,,,,,,,0.053823529,,0.045990923
724,,0.094,,,,0.01147815,,0.342716,0.214522,0.7990114,,0.054968944,,0.052407407,,,,,,0.0136,,,,0.3138,,,,,0.479967,0.9629195,,,,,,,,,,,,0.269534759,,0.654488906,,,,0.3546289,,0.6164515,,0.072873455,,,,,,,,,,0.052352941,,0.045385779
725,,0.092,,,,0.01073843,,0.3380656,0.1965916,0.7714522,,0.052484472,,0.049074074,,,,,,0.016,,,,0.3088,,,,,0.4476914,0.9436719,,,,,,,,,,,,0.263431055,,0.634709006,,,,0.3462976,,0.5976765,,0.070225762,,,,,,,,,,0.050294118,,0.044478064
726,,0.089,,,,0.01047883,,0.3334957,0.1807102,0.7437565,,0.051449275,,0.048148148,,,,,,0.0142,,,,0.3032,,,,,0.4171637,0.9211895,,,,,,,,,,,,0.259468471,,0.627352892,,,,0.3380551,,0.5796558,,0.068582108,,,,,,,,,,0.051029412,,0.043419062
727,,0.087,,,,0.01016899,,0.3290514,,0.7163446,,0.050517598,,0.047592593,,,,,,0.0135,,,,0.2961,,,,,0.3909414,0.896249,,,,,,,,,,,,0.252241065,,0.621553383,,,,0.3299951,,0.5624439,,0.067204861,,,,,,,,,,0.051029412,,0.041906203
728,,0.086,,,,0.00956047,,0.3248205,,0.6890304,,0.048550725,,0.047592593,,,,,,0.0139,,,,0.2904,,,,,0.3694193,0.8692215,,,,,,,,,,,,0.243023502,,0.615594427,,,,0.3225088,,0.5460943,,0.066771135,,,,,,,,,,0.049852941,,0.041149773
729,,0.083,,,,0.009016151,,0.3207345,,0.6622504,,0.04699793,,0.045740741,,,,,,0.0168,,,,0.2842,,,,,0.3583587,0.8408488,,,,,,,,,,,,0.240162882,,0.60831577,,,,0.3159597,,0.5306398,,0.063323864,,,,,,,,,,0.047941176,,0.040695915
730,,0.081,,,,0.008773301,,0.3168045,,0.6364326,,0.044824017,,0.043148148,,,,,,0.0161,,,,0.2797,,,,,,0.8117361,,,,,,,,,,,,0.2328282,,0.595423534,,,,0.3103074,,0.5160823,,0.061609889,,,,,,,,,,0.045294118,,0.039183056
731,,0.079,,,,0.008259687,,0.3129455,,0.6115814,,0.04389234,,0.042777778,,,,,,0.0154,,,,0.2741,,,,,,0.782445,,,,,,,,,,,,0.226252713,,0.586294501,,,,0.3054399,,0.5023843,,0.060062788,,,,,,,,,,0.044411765,,0.038426626
732,,0.077,,,,0.008064291,,0.3090508,,0.5879639,,0.043995859,,0.043148148,,,,,,0.0161,,,,0.2704,,,,,,0.7532377,,,,,,,,,,,,0.223851324,,0.582076184,,,,0.3011682,,0.4894738,,0.058670962,,,,,,,,,,0.044264706,,0.038426626
733,,0.078,,,,0.007866103,,0.3049857,,0.5660217,,0.043581781,,0.042592593,,,,,,0.0165,,,,0.2672,,,,,,0.7246447,,,,,,,,,,,,0.218906469,,0.572234014,,,,0.2972628,,0.4772528,,0.05875859,,,,,,,,,,0.043529412,,0.037065053
734,,0.073,,,,0.007321784,,0.3008527,,0.5464271,,0.043064182,,0.042037037,,,,,,0.0167,,,,0.2623,,,,,,0.6967781,,,,,,,,,,,,0.212309789,,0.565262999,,,,0.293566,,0.4656125,,0.056855391,,,,,,,,,,0.042941176,,0.035854766
735,,0.075,,,,0.007067769,,0.2966897,,0.5278921,,0.042339545,,0.040555556,,,,,,0.0177,,,,0.2559,,,,,,0.6698844,,,,,,,,,,,,0.206474168,,0.553582852,,,,0.2896198,,0.4544446,,0.056469133,,,,,,,,,,0.040588235,,0.033131619
736,,0.071,,,,0.006696516,,0.2925357,,0.5103325,,0.040993789,,0.039259259,,,,,,0.0174,,,,0.2515,,,,,,0.6437907,,,,,,,,,,,,0.201533132,,0.545903841,,,,0.2857359,,0.4436589,,0.050225199,,,,,,,,,,0.039117647,,0.031467474
737,,0.073,,,,0.006333637,,0.2884074,,0.4938975,,0.040165631,,0.037777778,,,,,,0.0164,,,,0.2479,,,,,,0.6185891,,,,,,,,,,,,0.197300845,,0.536956636,,,,0.2820103,,0.4331974,,0.05208922,,,,,,,,,,0.039264706,,0.030257186
738,,0.068,,,,0.005962383,,0.2843616,,0.4783252,,0.040062112,,0.037222222,,,,,,0.019,,,,0.2434,,,,,,0.5941317,,,,,,,,,,,,0.192024397,,0.522108523,,,,0.2783112,,0.4230453,,0.050311441,,,,,,,,,,0.038382353,,0.029803328
739,,0.067,,,,0.005605087,,0.280246,,0.4624149,,0.040269151,,0.037407407,,,,,,0.0159,,,,0.2385,,,,,,0.5705298,,,,,,,,,,,,0.186539535,,0.517299519,,,,0.2746611,,0.4132232,,0.048733016,,,,,,,,,,0.038235294,,0.031316188
740,,0.066,,,,0.005359446,,0.2759286,,0.4468217,,0.038302277,,0.03537037,,,,,,0.0175,,,,0.2328,,,,,,0.5477878,,,,,,,,,,,,0.183900753,,0.50872687,,,,0.2713376,,0.4037679,,0.046300682,,,,,,,,,,0.036617647,,0.031013616
741,,0.066,,,,0.005351072,,0.2714026,,0.4323347,,0.038198758,,0.035,,,,,,0.0175,,,,0.2254,,,,,,0.5262376,,,,,,,,,,,,0.177188531,,0.504526118,,,,0.2679536,,0.3947054,,0.046056249,,,,,,,,,,0.035,,0.030408472
742,,0.061,,,,0.005183589,,0.2667957,,0.4183822,,0.037267081,,0.035740741,,,,,,0.0178,,,,0.2221,,,,,,0.5059702,,,,,,,,,,,,0.173468907,,0.497527484,,,,0.2644845,,0.3860347,,0.044173461,,,,,,,,,,0.035147059,,0.030711044
743,,0.063,,,,0.004876537,,0.2621811,,0.4048912,,0.036645963,,0.035185185,,,,,,0.0176,,,,0.2177,,,,,,0.4871471,,,,,,,,,,,,0.169888447,,0.494738419,,,,0.2611814,,0.3777234,,0.043618996,,,,,,,,,,0.034705882,,0.031316188
744,,0.06,,,,0.004628105,,0.2576154,,0.3921841,,0.035714286,,0.033518519,,,,,,0.0167,,,,0.2122,,,,,,0.469792,,,,,,,,,,,,0.163625652,,0.48656382,,,,0.2580984,,0.3697289,,0.042220356,,,,,,,,,,0.033970588,,0.030408472
745,,0.061,,,,0.004575069,,0.2531491,,0.3810026,,0.035714286,,0.032222222,,,,,,0.015,,,,0.2077,,,,,,0.4537361,,,,,,,,,,,,0.160373035,,0.480202839,,,,0.2548428,,0.3620255,,0.043945235,,,,,,,,,,0.032647059,,0.031164902
746,,0.057,,,,0.004480162,,0.2487364,,0.3702243,,0.035093168,,0.031111111,,,,,,0.0184,,,,0.2016,,,,,,0.4386538,,,,,,,,,,,,0.157868678,,0.474190923,,,,0.251856,,0.3546288,,0.040639284,,,,,,,,,,0.031176471,,0.030711044
747,,0.056,,,,0.003944217,,0.2442927,,0.3600551,,0.034161491,,0.03,,,,,,0.0198,,,,0.199,,,,,,0.4244892,,,,,,,,,,,,0.155344976,,0.464682853,,,,0.2489922,,0.3475931,,0.038452093,,,,,,,,,,0.030588235,,0.030408472
748,,0.056,,,,0.004075412,,0.2396622,,0.3502247,,0.033747412,,0.029814815,,,,,,0.0186,,,,0.1984,,,,,,0.4110461,,,,,,,,,,,,0.149217015,,0.457491753,,,,0.2458021,,0.3409893,,0.037816981,,,,,,,,,,0.031029412,,0.029198185
749,,0.056,,,,0.00370695,,0.2348663,,0.3409198,,0.031780538,,0.028703704,,,,,,0.019,,,,0.1908,,,,,,0.3981813,,,,,,,,,,,,0.147302557,,0.450809243,,,,0.242509,,0.3348672,,0.035800856,,,,,,,,,,0.028823529,,0.027987897
750,,0.054,,,,0.003472474,,0.229887,,0.3315898,,0.029606625,,0.027037037,,,,,,0.0194,,,,0.1871,,,,,,0.3859798,,,,,,,,,,,,0.143693844,,0.446080131,,,,0.2395593,,0.329231,,0.034492193,,,,,,,,,,0.026617647,,0.027231467
751,,0.051,,,,0.003360819,,0.2248206,,0.3224789,,0.028364389,,0.025925926,,,,,,,,,,0.182,,,,,,0.3746261,,,,,,,,,,,,0.139550876,,0.437065972,,,,0.2366552,,0.3240339,,,,,,,,,,,,0.025882353,,0.026626324
752,,0.052,,,,0.00305935,,0.2196077,,0.3138017,,0.027432712,,0.025,,,,,,,,,,0.1779,,,,,,0.3639856,,,,,,,,,,,,0.135727652,,0.428762931,,,,0.233895,,0.3191975,,,,,,,,,,,,0.025294118,,0.025567322
753,,0.05,,,,0.003131926,,0.2143363,,0.3058112,,0.027329193,,0.025925926,,,,,,,,,,0.1753,,,,,,0.3539808,,,,,,,,,,,,0.133164468,,0.423264,,,,0.2316484,,0.3146385,,,,,,,,,,,,0.024852941,,0.024508321
754,,0.05,,,,0.003109595,,0.2089637,,0.298301,,0.027432712,,0.02537037,,,,,,,,,,0.1723,,,,,,0.34451,,,,,,,,,,,,0.13159492,,0.41569932,,,,0.2294816,,0.3102869,,,,,,,,,,,,0.024117647,,0.02269289
755,,0.048,,,,0.002785795,,0.2037228,,0.2912381,,0.025879917,,0.025,,,,,,,,,,0.1686,,,,,,0.3354977,,,,,,,,,,,,0.12594297,,0.408609244,,,,0.2269569,,0.3060962,,,,,,,,,,,,0.021764706,,0.020272315
756,,0.045,,,,0.002746716,,0.1986955,,0.2848395,,0.026086957,,0.025,,,,,,,,,,0.1653,,,,,,0.3267908,,,,,,,,,,,,0.123892029,,0.403871626,,,,0.2239664,,0.3020397,,,,,,,,,,,,0.022352941,,0.018608169
757,,0.046,,,,0.002422916,,0.1940206,,0.2785658,,0.025258799,,0.024259259,,,,,,,,,,0.1631,,,,,,0.3183925,,,,,,,,,,,,0.120738736,,0.39594544,,,,0.2206733,,0.2981116,,,,,,,,,,,,0.021029412,,0.017700454
758,,0.044,,,,0.002361506,,0.1895981,,0.2728904,,0.02505176,,0.025,,,,,,,,,,0.1581,,,,,,0.3104333,,,,,,,,,,,,0.119253171,,0.391626736,,,,0.2167677,,0.2943233,,,,,,,,,,,,0.021617647,,0.018003026
759,,0.043,,,,0.00226939,,0.1853548,,0.2673576,,0.024844721,,0.02462963,,,,,,,,,,0.1531,,,,,,0.3029688,,,,,,,,,,,,0.116226271,,0.376395752,,,,0.2123452,,0.2907098,,,,,,,,,,,,0.021617647,,0.017700454
760,,0.04,,,,0.00226939,,0.1810341,,0.2618635,,0.024741201,,0.02537037,,,,,,,,,,0.1521,,,,,,0.2958959,,,,,,,,,,,,0.114040843,,0.37624001,,,,0.2077593,,0.2873197,,,,,,,,,,,,0.022205882,,0.019062027
761,,0.041,,,,0.002129821,,0.1764411,,0.2568349,,0.023602484,,0.025,,,,,,,,,,0.1477,,,,,,0.2891806,,,,,,,,,,,,0.113005282,,0.369238152,,,,0.2033173,,0.2842042,,,,,,,,,,,,0.021470588,,0.018608169
762,,0.04,,,,0.002085159,,0.1715158,,0.2519685,,0.022360248,,0.02462963,,,,,,,,,,0.1428,,,,,,0.2827583,,,,,,,,,,,,0.110283824,,0.364840474,,,,0.1988089,,0.2813882,,,,,,,,,,,,0.021911765,,0.019062027
763,,0.04,,,,0.002079577,,0.1663217,,0.2469967,,0.022256729,,0.026296296,,,,,,,,,,0.1388,,,,,,0.2765225,,,,,,,,,,,,0.105551849,,0.354629592,,,,0.1945388,,0.2788572,,,,,,,,,,,,0.023088235,,0.019667171
764,,0.039,,,,0.001856266,,0.1610741,,0.2431099,,0.02184265,,0.027407407,,,,,,,,,,0.1422,,,,,,0.2705671,,,,,,,,,,,,0.103757816,,0.350199819,,,,0.1904599,,0.2765503,,,,,,,,,,,,0.023235294,,0.020574887
765,,0.036,,,,0.001906511,,0.1558445,,0.2399117,,0.021428571,,0.026111111,,,,,,,,,,0.1382,,,,,,0.2649674,,,,,,,,,,,,0.100515858,,0.341139782,,,,0.1867728,,0.2743748,,,,,,,,,,,,0.021911765,,0.019969743
766,,0.038,,,,0.001898137,,0.1508365,,0.2366853,,0.021635611,,0.024814815,,,,,,,,,,0.1346,,,,,,0.2597175,,,,,,,,,,,,0.100039473,,0.335312722,,,,0.182955,,0.2722206,,,,,,,,,,,,0.020294118,,0.019667171
767,,0.037,,,,0.001725072,,0.146061,,0.234618,,0.020807453,,0.024814815,,,,,,,,,,0.1295,,,,,,0.2548271,,,,,,,,,,,,0.094977432,,0.332495406,,,,0.1789729,,0.2699831,,,,,,,,,,,,0.019117647,,0.019515885
768,,0.034,,,,0.001708323,,0.1416998,,0.2331408,,0.020082816,,0.023703704,,,,,,,,,,0.127,,,,,,0.2502102,,,,,,,,,,,,0.094580028,,0.322722848,,,,0.1750793,,0.2675822,,,,,,,,,,,,0.019411765,,0.019515885
769,,0.033,,,,0.001666453,,0.1376805,,0.2311583,,0.01873706,,0.023148148,,,,,,,,,,0.123,,,,,,0.2455702,,,,,,,,,,,,0.094706768,,0.314503502,,,,0.1712128,,0.2649805,,,,,,,,,,,,0.018235294,,0.019515885
770,,0.034,,,,0.001381732,,0.1339692,,0.2293165,,0.016770186,,0.021481481,,,,,,,,,,0.1217,,,,,,0.2408497,,,,,,,,,,,,0.090335593,,0.310107883,,,,0.1666108,,0.2621883,,,,,,,,,,,,0.017941176,,0.01709531
771,,0.033,,,,0.001493387,,0.1304082,,0.2274857,,0.016045549,,0.01962963,,,,,,,,,,0.121,,,,,,0.2360762,,,,,,,,,,,,0.089356247,,0.306262007,,,,0.1621295,,0.2592566,,,,,,,,,,,,0.016911765,,0.015113464
772,,0.032,,,,0.001401272,,0.1269546,,0.2252597,,0.014492754,,0.017722222,,,,,,,,,,0.117,,,,,,0.2313508,,,,,,,,,,,,0.088991541,,0.295571851,,,,0.1577987,,0.25626,,,,,,,,,,,,0.014411765,,0.013434191
773,,0.031,,,,0.001286825,,0.1235454,,0.2228869,,0.014389234,,0.016888889,,,,,,,,,,0.1137,,,,,,0.2267108,,,,,,,,,,,,0.085243298,,0.293868235,,,,0.1533072,,0.2532732,,,,,,,,,,,,0.012926471,,0.012450832
774,,0.03,,,,0.001152839,,0.1201197,,0.221197,,0.014078675,,0.016222222,,,,,,,,,,0.1121,,,,,,0.2224869,,,,,,,,,,,,0.084385569,,0.286378527,,,,0.1487746,,0.2503521,,,,,,,,,,,,0.011882353,,0.011482602
775,,0.029,,,,0.001258911,,0.1168712,,0.2194719,,0.014389234,,0.015074074,,,,,,,,,,,,,,,,0.2187851,,,,,,,,,,,,0.082178742,,0.279626383,,,,0.1448921,,0.2475232,,,,,,,,,,,,0.009897059,,0.009485628
776,,0.03,,,,0.001169587,,0.1138491,,0.2182295,,0.013975155,,0.014574074,,,,,,,,,,,,,,,,0.215584,,,,,,,,,,,,0.078224003,,0.276113104,,,,0.1410536,,0.2447881,,,,,,,,,,,,0.009441176,,0.008865356
777,,0.03,,,,0.001161213,,0.1111727,,0.216925,,0.014492754,,0.014388889,,,,,,,,,,,,,,,,0.2128195,,,,,,,,,,,,0.079045665,,0.270064918,,,,0.1374567,,0.2421325,,,,,,,,,,,,0.009617647,,0.008835098
778,,0.027,,,,0.000904406,,0.1086185,,0.216298,,0.013354037,,0.012611111,,,,,,,,,,,,,,,,0.2107401,,,,,,,,,,,,0.075673467,,0.264228346,,,,0.133813,,0.2395348,,,,,,,,,,,,0.009088235,,0.008774584
779,,0.026,,,,0.001069098,,0.1061924,,0.2153213,,0.012318841,,0.011314815,,,,,,,,,,,,,,,,0.2091832,,,,,,,,,,,,0.075743314,,0.261386695,,,,0.1303328,,0.2369666,,,,,,,,,,,,0.008352941,,0.008729198
780,,0.027,,,,0.001002105,,0.103735,,0.2145613,,0.011283644,,0.010111111,,,,,,,,,,,,,,,,0.2079861,,,,,,,,,,,,0.073950693,,0.258154228,,,,0.1269949,,0.2343869,,,,,,,,,,,,0.009264706,,0.008547655
781,,0.025,,,,0.000909989,,0.1012423,,0.2141595,,0.011387164,,0.011203704,,,,,,,,,,,,,,,,0.2071588,,,,,,,,,,,,0.073563012,,0.250291943,,,,0.1235792,,0.2317346,,,,,,,,,,,,0.009852941,,0.007866868
782,,0.025,,,,0.00087091,,0.0986324,,0.2140067,,0.010869565,,0.011592593,,,,,,,,,,,,,,,,0.2066499,,,,,,,,,,,,0.071250808,,0.246757372,,,,0.1199232,,0.2289328,,,,,,,,,,,,0.010705882,,0.008245083
783,,0.026,,,,0.000854162,,0.0960807,,0.212907,,0.010869565,,0.011537037,,,,,,,,,,,,,,,,0.2060795,,,,,,,,,,,,0.07167039,,0.242719178,,,,0.1166074,,0.2259057,,,,,,,,,,,,0.010985294,,0.008744327
784,,0.024,,,,0.000714593,,0.0936976,,0.2115092,,0.010351967,,0.012296296,,,,,,,,,,,,,,,,0.2054511,,,,,,,,,,,,0.070684284,,0.239344397,,,,0.1133139,,0.2226105,,,,,,,,,,,,0.011558824,,0.009228442
785,,0.024,,,,0.000887658,,0.0914367,,0.2099357,,0.011180124,,0.011037037,,,,,,,,,,,,,,,,0.2049375,,,,,,,,,,,,0.068408247,,0.235766239,,,,0.1097053,,0.2190605,,,,,,,,,,,,0.012941176,,0.0098941
786,,0.023,,,,0.000795543,,0.0892713,,0.2077604,,0.010869565,,0.008925926,,,,,,,,,,,,,,,,0.2045302,,,,,,,,,,,,0.068544817,,0.228899982,,,,0.1064577,,0.2153339,,,,,,,,,,,,0.011147059,,0.009470499
787,,0.022,,,,0.00072855,,0.0871931,,0.2052886,,0.011180124,,0.008907407,,,,,,,,,,,,,,,,0.2041286,,,,,,,,,,,,0.065377294,,0.227714125,,,,0.1034754,,0.2115485,,,,,,,,,,,,0.011279412,,0.009742814
788,,0.022,,,,0.000572232,,0.0852079,,0.2036655,,0.010869565,,0.0095,,,,,,,,,,,,,,,,0.2039703,,,,,,,,,,,,0.062787671,,0.221944656,,,,0.1006514,,0.2078156,,,,,,,,,,,,0.0125,,0.010953101
789,,0.022,,,,0.000803917,,0.0832395,,0.2025105,,0.010766046,,0.008703704,,,,,,,,,,,,,,,,0.2038938,,,,,,,,,,,,0.062791525,,0.216704891,,,,0.0980204,,0.204185,,,,,,,,,,,,0.013441176,,0.010181543
790,,0.02,,,,0.000681096,,0.081323,,0.2014727,,0.010766046,,0.007851852,,,,,,,,,,,,,,,,0.2035693,,,,,,,,,,,,0.062115991,,0.216236581,,,,0.0955769,,0.2006233,,,,,,,,,,,,0.014102941,,0.009531014
791,,0.021,,,,0.0006476,,0.0795386,,0.2007535,,0.010973085,,0.007222222,,,,,,,,,,,,,,,,0.2028411,,,,,,,,,,,,0.060026408,,0.20509258,,,,0.0932423,,0.1970338,,,,,,,,,,,,0.014705882,,0.009062027
792,,0.02,,,,0.000642017,,0.07783,,0.2000992,,0.011076605,,0.006907407,,,,,,,,,,,,,,,,0.2018931,,,,,,,,,,,,0.059170167,,0.201782639,,,,0.0911921,,0.1933105,,,,,,,,,,,,0.015294118,,0.008880484
793,,0.02,,,,0.000586189,,0.0761856,,0.1984754,,0.011283644,,0.007037037,,,,,,,,,,,,,,,,0.2004891,,,,,,,,,,,,0.058381125,,0.199385743,,,,0.0889282,,0.1893951,,,,,,,,,,,,0.015735294,,0.009062027
794,,0.018,,,,0.000524779,,0.0745548,,0.1966872,,0.011594203,,0.007666667,,,,,,,,,,,,,,,,0.1987834,,,,,,,,,,,,0.056247005,,0.197805971,,,,0.0867269,,0.1853196,,,,,,,,,,,,0.016029412,,0.009742814
795,,0.017,,,,0.000558276,,0.0729623,,0.1946376,,0.011904762,,0.008907407,,,,,,,,,,,,,,,,0.1971174,,,,,,,,,,,,0.056009855,,0.190350048,,,,0.0848953,,0.1812153,,,,,,,,,,,,0.016323529,,0.010998487
796,,0.02,,,,0.000577815,,0.071353,,0.1919961,,0.012318841,,0.010851852,,,,,,,,,,,,,,,,0.1957329,,,,,,,,,,,,0.05640361,,0.18584799,,,,0.0828639,,0.1772971,,,,,,,,,,,,0.016323529,,0.012950076
797,,0.018,,,,0.000468952,,0.0698237,,0.1896028,,0.012732919,,0.013611111,,,,,,,,,,,,,,,,0.1945215,,,,,,,,,,,,0.054130424,,0.183382457,,,,0.0808454,,0.1738193,,,,,,,,,,,,0.016323529,,0.015733737
798,,0.017,,,,0.000516405,,0.0685893,,0.1879385,,0.013250518,,0.017277778,,,,,,,,,,,,,,,,0.1936789,,,,,,,,,,,,0.055376602,,0.179859972,,,,0.0791411,,0.1710413,,,,,,,,,,,,0.016029412,,0.019364599
799,,0.016,,,,0.000474534,,0.0676377,,0.1868638,,0.013768116,,0.021851852,,,,,,,,,,,,,,,,0.1933169,,,,,,,,,,,,0.053159445,,0.173077282,,,,0.0782979,,0.1691861,,,,,,,,,,,,0.015441176,,0.023903177
800,,0.017,,,,0.000396376,,0.0672518,,0.1858483,,0.014389234,,0.027777778,,,,,,,,,,,,,,,,0.1930883,,,,,,,,,,,,0.053153472,,0.17263386,,,,0.0772887,,0.1684165,,,,,,,,,,,,0.014632353,,0.029652042
800.94,,,,,,,,,,0.1725738,,,,,,,,,,,,,,,,,,,,0.1938524,,,,,,,,,,,,,,0.167266634,,,,,,0.1508563,,,,,,,,,,,,,,
802.02,,,,,,,,,,0.1695061,,,,,,,,,,,,,,,,,,,,0.1922363,,,,,,,,,,,,,,0.161158983,,,,,,0.1466153,,,,,,,,,,,,,,
802.97,,,,,,,,,,0.1667061,,,,,,,,,,,,,,,,,,,,0.1906043,,,,,,,,,,,,,,0.158945076,,,,,,0.1424591,,,,,,,,,,,,,,
804.05,,,,,,,,,,0.1640837,,,,,,,,,,,,,,,,,,,,0.1889874,,,,,,,,,,,,,,0.154736652,,,,,,0.1382143,,,,,,,,,,,,,,
805,,,,,,,,,,0.1614737,,,,,,,,,,,,,,,,,,,,0.1874186,,,,,,,,,,,,,,0.150029028,,,,,,0.1338536,,,,,,,,,,,,,,
805.94,,,,,,,,,,0.1586757,,,,,,,,,,,,,,,,,,,,0.1859316,,,,,,,,,,,,,,0.146819661,,,,,,0.1294386,,,,,,,,,,,,,,
807.02,,,,,,,,,,0.1554958,,,,,,,,,,,,,,,,,,,,0.1845496,,,,,,,,,,,,,,0.141684616,,,,,,0.1250383,,,,,,,,,,,,,,
807.97,,,,,,,,,,0.1518287,,,,,,,,,,,,,,,,,,,,0.1832503,,,,,,,,,,,,,,0.135487486,,,,,,0.1207991,,,,,,,,,,,,,,
809.05,,,,,,,,,,0.1477012,,,,,,,,,,,,,,,,,,,,0.181977,,,,,,,,,,,,,,0.132133935,,,,,,0.1167925,,,,,,,,,,,,,,
810,,,,,,,,,,0.1432605,,,,,,,,,,,,,,,,,,,,0.1806548,,,,,,,,,,,,,,0.127768536,,,,,,0.1130623,,,,,,,,,,,,,,
