wl,ex,wl,em,Data copyright Molecular Probes
511,82.083327,671,99.1782974,
512,81.2006612,672,99.3961866,
513,80.2629654,673,99.5798011,
514,79.3455782,674,99.6280972,
515,78.2133116,675,99.7306988,
516,77.0406459,676,99.8179435,
517,75.7762632,677,99.9614966,
518,74.5042375,678,99.9922103,
519,73.2409468,679,99.9741827,
520,71.9538533,680,100,
521,70.7482132,681,99.964835,
522,69.5248848,682,99.9116425,
523,68.3046136,683,99.7640832,
524,67.1201557,684,99.6211978,
525,65.8345908,685,99.4502694,
526,64.3913603,686,99.2875759,
527,62.9077306,687,99.1093029,
528,61.5103585,688,98.8664867,
529,60.1282726,689,98.5448832,
530,58.787896,690,98.1665261,
531,57.3758929,691,97.8273401,
532,55.9147557,692,97.4658978,
533,54.5621502,693,97.099114,
534,52.9702073,694,96.6513172,
535,51.3909301,695,96.2373501,
536,49.9422402,696,95.7537207,
537,48.3356663,697,95.2943507,
538,46.7817204,698,94.7236992,
539,45.3116299,699,94.0680286,
540,43.8052894,700,93.5274231,
541,42.3162005,701,92.9191584,
542,40.8692576,702,92.331147,
543,39.4271189,703,91.7001809,
544,38.0295285,704,91.0514098,
545,36.6441669,705,90.4516026,
546,35.2529093,706,89.7135837,
547,33.990492,707,89.0841755,
548,32.732879,708,88.3730868,
549,31.4477508,709,87.6711231,
550,30.1759435,710,87.0047695,
551,28.8801151,711,86.3442025,
552,27.6209735,712,85.707895,
553,26.5321631,713,85.0640202,
554,25.4357097,714,84.3987795,
555,24.4161238,715,83.7484504,
556,23.3336463,716,83.0186663,
557,22.4206267,717,82.3178155,
558,21.5325016,718,81.6425594,
559,20.6948208,719,80.9966816,
560,19.8224187,720,80.3203126,
561,18.9775315,721,79.6134526,
562,18.1597228,722,78.9831542,
563,17.4235856,723,78.3174683,
564,16.729813,724,77.5542998,
565,16.0766578,725,76.8458818,
566,15.3826668,726,76.0284079,
567,14.7087662,727,75.2158305,
568,14.0309348,728,74.4186098,
569,13.3897902,729,73.6547736,
570,12.7191651,730,72.8960564,
571,12.1040069,731,72.0763569,
572,11.4829527,732,71.246197,
573,10.9075385,733,70.4184852,
574,10.3714315,734,69.5994534,
575,9.801695,735,68.7298998,
576,9.2911377,736,67.8238458,
577,8.7585248,737,66.9738778,
578,8.2344283,738,66.0504639,
579,7.7629599,739,65.2514628,
580,7.3419358,740,64.4426689,
581,6.9027867,741,63.6060546,
582,6.4918077,742,62.7416199,
583,6.1349854,743,61.8351209,
584,5.7620034,744,60.9146003,
585,5.4150079,745,60.0207874,
586,5.1068829,746,59.0889161,
587,4.8249627,747,58.2062313,
588,4.5650982,748,57.3188727,
589,4.3109115,749,56.5114141,
590,4.1163407,750,55.6730194,
591,3.8960018,751,54.8737957,
592,3.6874551,752,53.9463757,
593,3.4887352,753,53.0723708,
594,3.282809,754,52.2017044,
595,3.1070183,755,51.3528491,
596,2.9192171,756,50.5424973,
597,2.741461,757,49.7521761,
598,2.5693827,758,48.939376,
599,2.4154294,759,48.1770978,
600,2.2494655,760,47.4315118,
601,2.1208435,761,46.683255,
602,1.9937502,762,45.8813606,
603,1.851589,763,45.1195275,
604,1.7306101,764,44.3434503,
605,1.6723225,765,43.6377031,
606,1.6083408,766,42.8841048,
607,1.5525701,767,42.1627781,
608,1.5131101,768,41.4679365,
609,1.4559781,769,40.7428262,
610,1.4263222,770,40.0511004,
,,771,39.3440178,
,,772,38.6157917,
,,773,37.8633063,
,,774,37.1295161,
,,775,36.4734004,
,,776,35.7640921,
,,777,35.1119826,
,,778,34.4438485,
,,779,33.8373643,
,,780,33.207511,
,,781,32.5440508,
,,782,31.9235452,
,,783,31.2981432,
,,784,30.7032323,
,,785,30.126349,
,,786,29.5699415,
,,787,29.0413544,
,,788,28.44266,
,,789,27.8911489,
,,790,27.3636746,
,,791,26.8179501,
,,792,26.2506371,
,,793,25.7500929,
,,794,25.2833783,
,,795,24.7481143,
,,796,24.2513537,
,,797,23.7830812,
,,798,23.3112477,
,,799,22.8320695,
,,800,22.3491079,
,,801,21.8612498,
,,802,21.4555174,
,,803,20.966324,
,,804,20.5423415,
,,805,20.1176913,
,,806,19.6592115,
,,807,19.2085215,
,,808,18.8139173,
,,809,18.4077398,
,,810,17.9988916,
,,811,17.6007264,
,,812,17.1932136,
,,813,16.8061766,
,,814,16.4547496,
,,815,16.0594777,
,,816,15.744106,
,,817,15.4082584,
,,818,15.0514899,
,,819,14.722987,
,,820,14.3996029,
,,821,14.0855666,
,,822,13.7276853,
,,823,13.3873865,
,,824,13.0688988,
,,825,12.8027135,
,,826,12.488232,
,,827,12.1721925,
,,828,11.8995529,
,,829,11.5881872,
,,830,11.269477,
,,831,11.0420177,
,,832,10.7925246,
,,833,10.4829394,
,,834,10.2443519,
,,835,10.0124413,
,,836,9.7796404,
,,837,9.5110069,
,,838,9.2118822,
,,839,9.0120206,
,,840,8.7878997,
,,841,8.5506475,
,,842,8.3251912,
,,843,8.1362353,
,,844,7.923465,
,,845,7.7760356,
,,846,7.7146403,
,,847,7.5778915,
,,848,7.4789078,
,,849,7.3591566,
,,850,7.3105902,
