wl,ex,wl,em,Data copyright Molecular Probes
599,2.7876034,749,60.1375778,
600,2.6948193,750,59.3008289,
,,751,58.4710193,
,,752,57.5877098,
,,753,56.7758081,
,,754,55.926076,
,,755,55.0955949,
,,756,54.2360133,
,,757,53.4216494,
,,758,52.6086285,
,,759,51.7996369,
,,760,50.94207,
,,761,50.0627898,
,,762,49.2589467,
,,763,48.4714446,
,,764,47.7029698,
,,765,46.8736079,
,,766,46.0516331,
,,767,45.3039762,
,,768,44.5800474,
,,769,43.7596395,
,,770,43.0122065,
,,771,42.2764137,
,,772,41.5339053,
,,773,40.8272129,
,,774,40.1321607,
,,775,39.4489724,
,,776,38.7167612,
,,777,37.9350792,
,,778,37.3067341,
,,779,36.6389914,
,,780,35.9593848,
,,781,35.2325459,
,,782,34.6688932,
,,783,33.9754079,
,,784,33.3296025,
,,785,32.7030482,
,,786,32.1210398,
,,787,31.513065,
,,788,30.882929,
,,789,30.3056215,
,,790,29.7775609,
,,791,29.1523496,
,,792,28.5716844,
,,793,27.9520694,
,,794,27.436992,
,,795,26.8838602,
,,796,26.3349816,
,,797,25.7849837,
,,798,25.260057,
,,799,24.7149838,
,,800,24.193191,
,,801,23.7298228,
,,802,23.2306387,
,,803,22.7578689,
,,804,22.322258,
,,805,21.8602329,
,,806,21.3899254,
,,807,20.9229757,
,,808,20.461846,
,,809,20.0233251,
,,810,19.5518984,
,,811,19.0880825,
,,812,18.6573963,
,,813,18.2417081,
,,814,17.7646851,
,,815,17.3393713,
,,816,16.9389048,
,,817,16.5306036,
,,818,16.1422249,
,,819,15.7607856,
,,820,15.3553944,
,,821,14.9990263,
,,822,14.6316895,
,,823,14.3082271,
,,824,13.9695431,
,,825,13.6445138,
,,826,13.3176937,
,,827,12.9973653,
,,828,12.6555473,
,,829,12.3045515,
,,830,11.999221,
,,831,11.652926,
,,832,11.3881123,
,,833,11.0910642,
,,834,10.753947,
,,835,10.4945056,
,,836,10.1990245,
,,837,9.9328676,
,,838,9.6510412,
,,839,9.324445,
,,840,9.0699283,
,,841,8.8297379,
,,842,8.585966,
,,843,8.3233907,
,,844,8.1346857,
,,845,7.9844268,
,,846,7.8769537,
,,847,7.7703932,
,,848,7.6239858,
,,849,7.5220939,
,,850,7.3931687,
