wl,ex,wl,em
513,62.7291
514,57.13653
515,52.45435
516,47.01467
517,41.73264
518,36.39128
519,31.74509
520,27.47537
521,24.18501
522,21.04891
523,18.02064
524,15.51989
525,13.33131
526,11.54009
527,9.616186
528,8.053643
529,6.704461
530,5.618574
Data Copyright MP Inc.
