Wavelength,EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),CFP (Tsien) (AB),CFP (Tsien) (EM),mCitrine (AB),mCitrine (EM),mRFP1.4m (AB),mRFP1.4m (EM),EGFPm (Tsien) (AB),EGFPm (Tsien) (EM),mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM)
630,,,,0.0125,,,0.003,0.026,0.002,0.032,0.017672,0.594611,0.004,0.013,0.017,0.69,,0.196,,0.4396337,0.558536089,0.74592086,0.410320144,0.483232126,,0.02636
631,,,,0.0153,,,0.003,0.027,0.002,0.032,0.015472,0.57568,0.004,0.014,0.015,0.674,,0.19,,0.429152,0.531173118,0.782109735,0.383553162,0.496235836,,0.02546
632,,,,0.01748,,,0.003,0.026,0.003,0.03,0.013603,0.556321,0.005,0.013,0.014,0.662,,0.182,,0.4141847,0.495145704,0.810736396,0.362370517,0.520891766,,0.02445
633,,,,0.01373,,,0.002,0.025,0.002,0.03,0.01181,0.541129,0.003,0.013,0.012,0.65,,0.176,,0.4017546,0.454686549,0.839588422,0.343286508,0.550967056,,0.02343
634,,,,0.01316,,,0.002,0.025,0.002,0.028,0.010451,0.528419,0.003,0.012,0.01,0.633,,0.169,,0.3905808,0.426241461,0.861151237,0.313924348,0.563312474,,0.02231
635,,,,0.01496,,,0.002,0.025,0.002,0.028,0.009525,0.508807,0.003,0.012,0.009,0.616,,0.163,,0.3779135,0.399874016,0.882087575,0.292240932,0.582600006,,0.02152
636,,,,0.01239,,,0.002,0.024,0.002,0.027,0.007893,0.492434,0.003,0.012,0.008,0.605,,0.157,,0.3671388,0.362870888,0.906244506,0.276494696,0.605291684,,0.02056
637,,,,0.01377,,,0.001,0.024,0.001,0.026,0.007372,0.480628,0.003,0.011,0.007,0.596,,0.153,,0.3569698,0.339668422,0.928061042,0.260036327,0.625386749,,0.01983
638,,,,0.01149,,,0.001,0.023,0.001,0.025,0.006222,0.470793,0.002,0.011,0.006,0.582,,0.148,,0.3421336,0.310737723,0.945710691,0.241639773,0.65128167,,0.01893
639,,,,0.01097,,,0.001,0.023,0.001,0.024,0.00567,0.455217,0.002,0.011,0.005,0.576,,0.144,,0.3318111,0.284264743,0.964005146,0.221558762,0.661615987,,0.01853
640,,,,0.00959,,,0.002,0.022,0.001,0.023,0.00505,0.439768,0.003,0.011,0.004,0.562,,0.139,,0.3189233,0.276221927,0.97241114,0.203812563,0.692520333,,0.01769
641,,,,0.00988,,,0.001,0.021,0.001,0.022,0.004709,0.429129,0.002,0.01,0.004,0.554,,0.134,,0.3077522,0.254894999,0.980180162,0.192015492,0.701149527,,0.01724
642,,,,0.00989,,,0.002,0.022,0.002,0.022,0.004357,0.419447,0.003,0.01,0.004,0.543,,0.13,,0.2987556,0.234043509,0.986972256,0.179246645,0.727354321,,0.01656
643,,,,0.01231,,,0.002,0.022,0.001,0.021,0.003855,0.407546,0.002,0.01,0.003,0.538,,0.128,,0.2879837,0.214172996,0.992282585,0.168317,0.748256833,,0.01583
644,,,,0.00652,,,0.002,0.021,0.002,0.021,0.003643,0.395331,0.002,0.01,0.003,0.535,,0.124,,0.2742445,0.200583697,0.99574145,0.154400088,0.775401497,,0.01487
645,,,,0.0079,,,0.002,0.02,0.002,0.02,0.002861,0.383656,0.002,0.01,0.002,0.521,,0.119,,0.266638,0.179316435,0.997661208,0.138619814,0.780012738,,0.01465
646,,,,0.00984,,,0.002,0.02,0.001,0.019,0.002731,0.374374,0.002,0.01,0.002,0.514,,0.116,,0.2602402,0.165120826,1,0.132612041,0.796758978,,0.01442
647,,,,0.01197,,,0.002,0.019,0.002,0.019,0.002315,0.370732,0.003,0.009,0.002,0.503,,0.111,,0.2500349,0.14913781,0.993379745,0.122960044,0.813666136,,0.01374
648,,,,0.00676,,,0.002,0.019,0.002,0.018,0.0019,0.360613,0.003,0.01,0.002,0.499,,0.108,,0.2422218,0.133542036,0.990573185,0.11178079,0.826505822,,0.01307
649,,,,0.00334,,,0.002,0.019,0.002,0.017,0.001761,0.352068,0.003,0.009,0.002,0.489,,0.106,,0.2328735,0.119807919,0.981861237,0.104377154,0.842886856,,0.01239
650,,,,0.00642,,,0.003,0.018,0.002,0.016,0.001803,0.343392,0.004,0.009,0.001,0.483,,0.103,,0.2281002,0.106480896,0.979159203,0.09431855,0.863018358,,0.01239
651,,,,,,,0.002,0.018,0.002,0.017,0.001624,0.332011,0.003,0.008,,0.477,,0.1,,0.2211916,,0.97260134,0.088500521,0.865513564,,0.01172
652,,,,,,,0.003,0.018,0.003,0.017,0.001063,0.324692,0.004,0.008,,0.471,,0.097,,0.2130101,,0.961600657,0.079989714,0.877825132,,0.01127
653,,,,,,,0.002,0.017,0.002,0.016,0.001716,0.31847,0.003,0.008,,0.462,,0.095,,0.2070477,,0.953978836,0.072711101,0.894862268,,0.01098
654,,,,,,,0.003,0.017,0.002,0.015,0.00075,0.308105,0.004,0.008,,0.455,,0.091,,0.2014621,,0.939032667,0.069608409,0.914386006,,0.01082
655,,,,,,,0.002,0.017,0.002,0.015,0.000923,0.302022,0.003,0.008,,0.452,,0.09,,0.1928731,,0.934850052,0.062543724,0.914560774,,0.0102
656,,,,,,,0.002,0.017,0.003,0.015,0.000902,0.292899,0.003,0.008,,0.44,,0.086,,0.1866762,,0.918772589,0.058705709,0.932186443,,0.00997
657,,,,,,,0.002,0.016,0.002,0.014,0.000425,0.287622,0.003,0.008,,0.433,,0.083,,0.1810516,,0.909284876,0.052557331,0.933087592,,0.00935
658,,,,,,,0.003,0.017,0.003,0.013,0.000647,0.279986,0.003,0.008,,0.423,,0.08,,0.1758205,,0.892009615,0.049358458,0.946523135,,0.00929
659,,,,,,,0.003,0.016,0.002,0.013,0.000437,0.271873,0.004,0.008,,0.416,,0.078,,0.1693334,,0.882640089,0.044837109,0.951099955,,0.00913
660,,,,,,,0.002,0.017,0.002,0.013,0.000408,0.266596,0.003,0.007,,0.413,,0.077,,0.1624275,,0.873544838,0.04271552,0.952389968,,0.00862
661,,,,,,,0.002,0.015,0.002,0.012,0.000595,0.259359,0.003,0.008,,0.406,,0.074,,0.157805,,0.854909999,0.039276087,0.96196682,,0.00817
662,,,,,,,0.003,0.015,0.003,0.012,0.000987,0.249081,0.003,0.008,,0.4,,0.072,,0.1526437,,0.843556234,0.036656773,0.978140083,,0.00822
663,,,,,,,0.002,0.016,0.002,0.012,0.000474,0.245248,0.003,0.007,,0.392,,0.07,,0.1469437,,0.829235898,0.032355356,0.97876661,,0.00805
664,,,,,,,0.002,0.016,0.002,0.011,0.000426,0.239002,0.003,0.007,,0.386,,0.069,,0.1418048,,0.819853602,0.032527686,0.982238601,,0.00738
665,,,,,,,0.002,0.016,0.002,0.011,0.000631,0.229145,0.003,0.007,,0.378,,0.066,,0.1367524,,0.80297578,0.029454908,0.991782456,,0.00727
666,,,,,,,0.002,0.014,0.003,0.011,0.000078,0.226148,0.003,0.007,,0.371,,0.063,,0.1322834,,0.787088931,0.026249746,1.001934832,,0.00721
667,,,,,,,0.001,0.013,0.002,0.011,0.000256,0.218119,0.002,0.007,,0.365,,0.062,,0.1283587,,0.774964444,0.022842832,0.992919182,,0.00704
668,,,,,,,0.002,0.015,0.002,0.011,0.000158,0.210544,0.002,0.007,,0.359,,0.061,,0.1232728,,0.758733848,0.023921356,0.989884111,,0.00659
669,,,,,,,0.002,0.014,0.001,0.011,0.000273,0.204933,0.003,0.007,,0.354,,0.059,,0.1181758,,0.745051467,0.020848777,0.990345824,,0.00648
670,,,,,,,0.002,0.014,0.003,0.011,0.000206,0.198735,0.003,0.006,,0.35,,0.057,,0.1127605,,0.734811438,0.017578759,0.98751355,,0.00614
671,,,,,,,0.002,0.014,0.002,0.01,0.00047,0.189934,0.003,0.007,,0.34,,0.056,,0.1094304,,0.720649743,0.019774979,0.993290249,,0.0062
672,,,,,,,0.002,0.014,0.003,0.01,,0.185166,0.004,0.007,,0.336,,0.054,,0.1059802,,0.708029611,0.015693892,0.99999993,,0.00597
673,,,,,,,0.003,0.015,0.003,0.009,0.000418,0.18015,0.004,0.006,,0.329,,0.052,,0.1023961,,0.695404706,0.017771152,0.983649071,,0.00575
674,,,,,,,0.003,0.014,0.003,0.01,,0.176354,0.004,0.007,,0.32,,0.051,,0.09724603,,0.683141949,0.017263049,0.975882242,,0.00558
675,,,,,,,0.002,0.014,0.003,0.01,0.000576,0.167628,0.003,0.006,,0.314,,0.049,,0.09426204,,0.673045054,0.024517241,0.978587584,,0.00546
676,,,,,,,0.001,0.014,0.002,0.01,,0.162258,0.002,0.007,,0.309,,0.047,,0.09099613,,0.658608293,,0.977490793,,0.00535
677,,,,,,,,0.013,0.001,0.009,,0.158021,0.001,0.007,,0.305,,0.046,,0.0876381,,0.645145698,,0.96702247,,0.00513
678,,,,,,,,0.013,,0.009,0.000284,0.150353,,0.007,,0.297,,0.045,,0.08422425,,0.63273371,,0.957054337,,0.00479
679,,,,,,,,0.014,0.001,0.009,,0.145327,0.002,0.007,,0.286,,0.044,,0.0802912,,0.622531701,,0.960508137,,0.00479
680,,,,,,,,0.013,,0.009,0.000382,0.139556,0.001,0.006,,0.279,,0.042,,0.07676011,,0.610781079,,0.945184229,,0.00473
681,,,,,,,0.001,0.013,0.001,0.01,,0.134544,0.001,0.007,,0.276,,0.041,,0.0731676,,0.604945641,,0.940202448,,0.00417
682,,,,,,,,0.015,,0.008,,0.129944,,0.006,,0.268,,0.04,,0.07102382,,0.591116372,,0.924714311,,0.00451
683,,,,,,,,0.013,0.001,0.008,,0.123612,0.001,0.007,,0.26,,0.038,,0.06839713,,0.579485227,,0.921244839,,0.00428
684,,,,,,,0.001,0.013,0.001,0.009,0.000138,0.118404,0.001,0.007,,0.252,,0.037,,0.06565042,,0.571569948,,0.903316142,,0.004
685,,,,,,,,0.013,0.001,0.008,,0.115771,0.001,0.007,,0.247,,0.035,,0.06290928,,0.562173962,,0.894820372,,0.00389
686,,,,,,,0.001,0.013,0.001,0.009,,0.11107,0.002,0.007,,0.24,,0.035,,0.06071526,,0.55140159,,0.896010164,,0.00377
687,,,,,,,,0.013,0.001,0.008,0.000273,0.106059,0.001,0.006,,0.232,,0.034,,0.0582114,,0.545901923,,0.89582124,,0.00366
688,,,,,,,0.001,0.013,0.001,0.008,0.000018,0.104714,0.002,0.007,,0.231,,0.032,,0.05501527,,0.533300606,,0.883994963,,0.00355
689,,,,,,,,0.012,0.001,0.008,0.000446,0.100301,0.001,0.006,,0.225,,0.032,,0.05319529,,0.526112933,,0.88193734,,0.00344
690,,,,,,,0.001,0.013,0.001,0.008,0.000226,0.097611,0.002,0.007,,0.217,,0.03,,0.05084774,,0.515805607,,0.862707385,,0.00344
691,,,,,,,,0.013,,0.007,0.000225,0.092368,,0.006,,0.206,,0.029,,0.04863418,,0.506617289,,0.869844286,,0.00332
692,,,,,,,,0.013,,0.008,,0.091835,0.001,0.007,,0.207,,0.028,,0.04626709,,0.499412452,,0.865592196,,0.00321
693,,,,,,,,0.013,,0.008,0.000379,0.08699,0.001,0.007,,0.198,,0.027,,0.04523428,,0.492482518,,0.862606546,,0.0031
694,,,,,,,,0.012,,0.008,0.000104,0.084482,,0.006,,0.195,,0.027,,0.04241499,,0.481078276,,0.85312046,,0.00327
695,,,,,,,,0.012,,0.007,0.000223,0.081469,0.001,0.006,,0.19,,0.026,,0.04069829,,0.475086404,,0.855979799,,0.00282
696,,,,,,,0.001,0.013,0.001,0.007,0.000144,0.079125,0.002,0.006,,0.185,,0.024,,0.03852101,,0.467490382,,0.84396203,,0.00299
697,,,,,,,0.001,0.013,0.002,0.007,,0.075991,0.002,0.007,,0.18,,0.024,,0.03742401,,0.456248994,,0.840168231,,0.0027
698,,,,,,,0.002,0.013,0.002,0.007,0.000021,0.072487,0.002,0.007,,0.176,,0.024,,0.03647215,,0.450985829,,0.835159565,,0.0027
699,,,,,,,0.001,0.012,0.002,0.007,0.000156,0.070441,0.002,0.006,,0.169,,0.023,,0.03402969,,0.442075868,,0.833689503,,0.00259
700,,,,,,,0.001,0.013,0.002,0.007,0.000206,0.06982,0.002,0.006,,0.167,,0.022,,0.03300246,,0.434103553,,0.826042948,,0.00242
701,,,,,,,,,,,,0.067174,,,,0.163,,,,0.03096476,,0.429123933,,0.835274867,,
702,,,,,,,,,,,,0.064113,,,,0.158,,,,0.02967514,,0.420421727,,0.824279849,,
703,,,,,,,,,,,,0.06072,,,,0.154,,,,0.02904708,,0.412119771,,0.82049114,,
704,,,,,,,,,,,,0.059058,,,,0.149,,,,0.02760673,,0.404211325,,0.81154963,,
705,,,,,,,,,,,,0.058515,,,,0.145,,,,0.02634223,,0.398680308,,0.804281928,,
706,,,,,,,,,,,,0.055968,,,,0.142,,,,0.0247986,,0.389957328,,0.792676939,,
707,,,,,,,,,,,,0.052141,,,,0.142,,,,0.02401423,,0.382018231,,0.78530123,,
708,,,,,,,,,,,,0.052147,,,,0.136,,,,0.02296467,,0.378918678,,0.775406633,,
709,,,,,,,,,,,,0.050096,,,,0.135,,,,0.02226961,,0.368619267,,0.770406101,,
710,,,,,,,,,,,,0.049562,,,,0.128,,,,0.02147407,,0.366979583,,0.762628712,,
711,,,,,,,,,,,,0.045849,,,,0.126,,,,0.02087392,,0.356120807,,0.759281746,,
712,,,,,,,,,,,,0.042972,,,,0.124,,,,0.01969596,,0.348528021,,0.743149549,,
713,,,,,,,,,,,,0.042439,,,,0.122,,,,0.0184538,,0.343434835,,0.735351507,,
714,,,,,,,,,,,,0.042308,,,,0.12,,,,0.01789273,,0.337668269,,0.727754871,,
715,,,,,,,,,,,,0.041804,,,,0.116,,,,0.01704974,,0.32897296,,0.727097538,,
716,,,,,,,,,,,,0.039283,,,,0.111,,,,0.01667569,,0.322431277,,0.719887272,,
717,,,,,,,,,,,,0.037438,,,,0.11,,,,0.01552006,,0.313572441,,0.702763081,,
718,,,,,,,,,,,,0.037813,,,,0.106,,,,0.01504274,,0.305780996,,0.699596116,,
719,,,,,,,,,,,,0.035207,,,,0.104,,,,0.01469102,,0.301916922,,0.695591081,,
720,,,,,,,,,,,,0.034452,,,,0.102,,,,0.01370288,,0.29637128,,0.686797852,,
721,,,,,,,,,,,,0.033467,,,,0.1,,,,0.01297712,,0.289257973,,0.678030155,,
722,,,,,,,,,,,,0.031568,,,,0.097,,,,0.01222344,,0.282331256,,0.669015078,,
723,,,,,,,,,,,,0.032202,,,,0.096,,,,0.01211458,,0.278018863,,0.653714133,,
724,,,,,,,,,,,,0.030242,,,,0.094,,,,0.01147815,,0.269534759,,0.654488906,,
725,,,,,,,,,,,,0.029267,,,,0.092,,,,0.01073843,,0.263431055,,0.634709006,,
726,,,,,,,,,,,,0.028289,,,,0.089,,,,0.01047883,,0.259468471,,0.627352892,,
727,,,,,,,,,,,,0.026849,,,,0.087,,,,0.01016899,,0.252241065,,0.621553383,,
728,,,,,,,,,,,,0.027236,,,,0.086,,,,0.00956047,,0.243023502,,0.615594427,,
729,,,,,,,,,,,,0.025588,,,,0.083,,,,0.009016151,,0.240162882,,0.60831577,,
730,,,,,,,,,,,,0.025335,,,,0.081,,,,0.008773301,,0.2328282,,0.595423534,,
731,,,,,,,,,,,,0.023394,,,,0.079,,,,0.008259687,,0.226252713,,0.586294501,,
732,,,,,,,,,,,,0.023202,,,,0.077,,,,0.008064291,,0.223851324,,0.582076184,,
733,,,,,,,,,,,,0.023033,,,,0.078,,,,0.007866103,,0.218906469,,0.572234014,,
734,,,,,,,,,,,,0.021412,,,,0.073,,,,0.007321784,,0.212309789,,0.565262999,,
735,,,,,,,,,,,,0.02147,,,,0.075,,,,0.007067769,,0.206474168,,0.553582852,,
736,,,,,,,,,,,,0.020565,,,,0.071,,,,0.006696516,,0.201533132,,0.545903841,,
737,,,,,,,,,,,,0.020311,,,,0.073,,,,0.006333637,,0.197300845,,0.536956636,,
738,,,,,,,,,,,,0.020034,,,,0.068,,,,0.005962383,,0.192024397,,0.522108523,,
739,,,,,,,,,,,,0.018794,,,,0.067,,,,0.005605087,,0.186539535,,0.517299519,,
740,,,,,,,,,,,,0.018683,,,,0.066,,,,0.005359446,,0.183900753,,0.50872687,,
741,,,,,,,,,,,,0.017935,,,,0.066,,,,0.005351072,,0.177188531,,0.504526118,,
742,,,,,,,,,,,,0.017058,,,,0.061,,,,0.005183589,,0.173468907,,0.497527484,,
743,,,,,,,,,,,,0.016719,,,,0.063,,,,0.004876537,,0.169888447,,0.494738419,,
744,,,,,,,,,,,,0.015447,,,,0.06,,,,0.004628105,,0.163625652,,0.48656382,,
745,,,,,,,,,,,,0.015744,,,,0.061,,,,0.004575069,,0.160373035,,0.480202839,,
746,,,,,,,,,,,,0.015356,,,,0.057,,,,0.004480162,,0.157868678,,0.474190923,,
747,,,,,,,,,,,,0.014854,,,,0.056,,,,0.003944217,,0.155344976,,0.464682853,,
748,,,,,,,,,,,,0.014003,,,,0.056,,,,0.004075412,,0.149217015,,0.457491753,,
749,,,,,,,,,,,,0.014388,,,,0.056,,,,0.00370695,,0.147302557,,0.450809243,,
750,,,,,,,,,,,,0.013631,,,,0.054,,,,0.003472474,,0.143693844,,0.446080131,,
751,,,,,,,,,,,,,,,,0.051,,,,0.003360819,,0.139550876,,0.437065972,,
752,,,,,,,,,,,,,,,,0.052,,,,0.00305935,,0.135727652,,0.428762931,,
753,,,,,,,,,,,,,,,,0.05,,,,0.003131926,,0.133164468,,0.423264,,
754,,,,,,,,,,,,,,,,0.05,,,,0.003109595,,0.13159492,,0.41569932,,
755,,,,,,,,,,,,,,,,0.048,,,,0.002785795,,0.12594297,,0.408609244,,
756,,,,,,,,,,,,,,,,0.045,,,,0.002746716,,0.123892029,,0.403871626,,
757,,,,,,,,,,,,,,,,0.046,,,,0.002422916,,0.120738736,,0.39594544,,
758,,,,,,,,,,,,,,,,0.044,,,,0.002361506,,0.119253171,,0.391626736,,
759,,,,,,,,,,,,,,,,0.043,,,,0.00226939,,0.116226271,,0.376395752,,
760,,,,,,,,,,,,,,,,0.04,,,,0.00226939,,0.114040843,,0.37624001,,
761,,,,,,,,,,,,,,,,0.041,,,,0.002129821,,0.113005282,,0.369238152,,
762,,,,,,,,,,,,,,,,0.04,,,,0.002085159,,0.110283824,,0.364840474,,
763,,,,,,,,,,,,,,,,0.04,,,,0.002079577,,0.105551849,,0.354629592,,
764,,,,,,,,,,,,,,,,0.039,,,,0.001856266,,0.103757816,,0.350199819,,
765,,,,,,,,,,,,,,,,0.036,,,,0.001906511,,0.100515858,,0.341139782,,
766,,,,,,,,,,,,,,,,0.038,,,,0.001898137,,0.100039473,,0.335312722,,
767,,,,,,,,,,,,,,,,0.037,,,,0.001725072,,0.094977432,,0.332495406,,
768,,,,,,,,,,,,,,,,0.034,,,,0.001708323,,0.094580028,,0.322722848,,
769,,,,,,,,,,,,,,,,0.033,,,,0.001666453,,0.094706768,,0.314503502,,
770,,,,,,,,,,,,,,,,0.034,,,,0.001381732,,0.090335593,,0.310107883,,
771,,,,,,,,,,,,,,,,0.033,,,,0.001493387,,0.089356247,,0.306262007,,
772,,,,,,,,,,,,,,,,0.032,,,,0.001401272,,0.088991541,,0.295571851,,
773,,,,,,,,,,,,,,,,0.031,,,,0.001286825,,0.085243298,,0.293868235,,
774,,,,,,,,,,,,,,,,0.03,,,,0.001152839,,0.084385569,,0.286378527,,
775,,,,,,,,,,,,,,,,0.029,,,,0.001258911,,0.082178742,,0.279626383,,
776,,,,,,,,,,,,,,,,0.03,,,,0.001169587,,0.078224003,,0.276113104,,
777,,,,,,,,,,,,,,,,0.03,,,,0.001161213,,0.079045665,,0.270064918,,
778,,,,,,,,,,,,,,,,0.027,,,,0.000904406,,0.075673467,,0.264228346,,
779,,,,,,,,,,,,,,,,0.026,,,,0.001069098,,0.075743314,,0.261386695,,
780,,,,,,,,,,,,,,,,0.027,,,,0.001002105,,0.073950693,,0.258154228,,
781,,,,,,,,,,,,,,,,0.025,,,,0.000909989,,0.073563012,,0.250291943,,
782,,,,,,,,,,,,,,,,0.025,,,,0.00087091,,0.071250808,,0.246757372,,
783,,,,,,,,,,,,,,,,0.026,,,,0.000854162,,0.07167039,,0.242719178,,
784,,,,,,,,,,,,,,,,0.024,,,,0.000714593,,0.070684284,,0.239344397,,
785,,,,,,,,,,,,,,,,0.024,,,,0.000887658,,0.068408247,,0.235766239,,
786,,,,,,,,,,,,,,,,0.023,,,,0.000795543,,0.068544817,,0.228899982,,
787,,,,,,,,,,,,,,,,0.022,,,,0.00072855,,0.065377294,,0.227714125,,
788,,,,,,,,,,,,,,,,0.022,,,,0.000572232,,0.062787671,,0.221944656,,
789,,,,,,,,,,,,,,,,0.022,,,,0.000803917,,0.062791525,,0.216704891,,
790,,,,,,,,,,,,,,,,0.02,,,,0.000681096,,0.062115991,,0.216236581,,
791,,,,,,,,,,,,,,,,0.021,,,,0.0006476,,0.060026408,,0.20509258,,
792,,,,,,,,,,,,,,,,0.02,,,,0.000642017,,0.059170167,,0.201782639,,
793,,,,,,,,,,,,,,,,0.02,,,,0.000586189,,0.058381125,,0.199385743,,
794,,,,,,,,,,,,,,,,0.018,,,,0.000524779,,0.056247005,,0.197805971,,
795,,,,,,,,,,,,,,,,0.017,,,,0.000558276,,0.056009855,,0.190350048,,
796,,,,,,,,,,,,,,,,0.02,,,,0.000577815,,0.05640361,,0.18584799,,
797,,,,,,,,,,,,,,,,0.018,,,,0.000468952,,0.054130424,,0.183382457,,
798,,,,,,,,,,,,,,,,0.017,,,,0.000516405,,0.055376602,,0.179859972,,
799,,,,,,,,,,,,,,,,0.016,,,,0.000474534,,0.053159445,,0.173077282,,
800,,,,,,,,,,,,,,,,0.017,,,,0.000396376,,0.053153472,,0.17263386,,
800.94,,,,,,,,,,,,,,,,,,,,,,,,0.167266634,,
802.02,,,,,,,,,,,,,,,,,,,,,,,,0.161158983,,
802.97,,,,,,,,,,,,,,,,,,,,,,,,0.158945076,,
804.05,,,,,,,,,,,,,,,,,,,,,,,,0.154736652,,
805,,,,,,,,,,,,,,,,,,,,,,,,0.150029028,,
805.94,,,,,,,,,,,,,,,,,,,,,,,,0.146819661,,
807.02,,,,,,,,,,,,,,,,,,,,,,,,0.141684616,,
807.97,,,,,,,,,,,,,,,,,,,,,,,,0.135487486,,
809.05,,,,,,,,,,,,,,,,,,,,,,,,0.132133935,,
810,,,,,,,,,,,,,,,,,,,,,,,,0.127768536,,
810.95,,,,,,,,,,,,,,,,,,,,,,,,0.124771505,,
812.05,,,,,,,,,,,,,,,,,,,,,,,,0.119803026,,
813.01,,,,,,,,,,,,,,,,,,,,,,,,0.11587381,,
813.97,,,,,,,,,,,,,,,,,,,,,,,,0.110052316,,
815.06,,,,,,,,,,,,,,,,,,,,,,,,0.106879334,,
816.02,,,,,,,,,,,,,,,,,,,,,,,,0.105571353,,
816.98,,,,,,,,,,,,,,,,,,,,,,,,0.100381818,,
817.94,,,,,,,,,,,,,,,,,,,,,,,,0.098353999,,
819.04,,,,,,,,,,,,,,,,,,,,,,,,0.09222183,,
820,,,,,,,,,,,,,,,,,,,,,,,,0.09052784,,
821,,,,,,,,,,,,,,,,,,,,,,,,0.086275423,,
822,,,,,,,,,,,,,,,,,,,,,,,,0.082079554,,
823,,,,,,,,,,,,,,,,,,,,,,,,0.078732736,,
824,,,,,,,,,,,,,,,,,,,,,,,,0.074985357,,
825,,,,,,,,,,,,,,,,,,,,,,,,0.070802852,,
826,,,,,,,,,,,,,,,,,,,,,,,,0.067453613,,
827,,,,,,,,,,,,,,,,,,,,,,,,0.061937558,,
828,,,,,,,,,,,,,,,,,,,,,,,,0.059994895,,
829,,,,,,,,,,,,,,,,,,,,,,,,0.057538298,,
830,,,,,,,,,,,,,,,,,,,,,,,,0.051970206,,
831,,,,,,,,,,,,,,,,,,,,,,,,0.049383788,,
832,,,,,,,,,,,,,,,,,,,,,,,,0.046415355,,
833,,,,,,,,,,,,,,,,,,,,,,,,0.0429024,,
834,,,,,,,,,,,,,,,,,,,,,,,,0.040229869,,
835,,,,,,,,,,,,,,,,,,,,,,,,0.037349627,,
836,,,,,,,,,,,,,,,,,,,,,,,,0.035012654,,
837,,,,,,,,,,,,,,,,,,,,,,,,0.032560564,,
838,,,,,,,,,,,,,,,,,,,,,,,,0.02913088,,
839,,,,,,,,,,,,,,,,,,,,,,,,0.026729397,,
840,,,,,,,,,,,,,,,,,,,,,,,,0.025507517,,
841,,,,,,,,,,,,,,,,,,,,,,,,0.023460728,,
842,,,,,,,,,,,,,,,,,,,,,,,,0.021517321,,
843,,,,,,,,,,,,,,,,,,,,,,,,0.019606248,,
844,,,,,,,,,,,,,,,,,,,,,,,,0.018301103,,
845,,,,,,,,,,,,,,,,,,,,,,,,0.015304212,,
846,,,,,,,,,,,,,,,,,,,,,,,,0.013449931,,
847,,,,,,,,,,,,,,,,,,,,,,,,0.013860844,,
848,,,,,,,,,,,,,,,,,,,,,,,,0.011191593,,
849,,,,,,,,,,,,,,,,,,,,,,,,0.010143661,,
850,,,,,,,,,,,,,,,,,,,,,,,,0.010212807,,
851,,,,,,,,,,,,,,,,,,,,,,,,0.009397385,,
852,,,,,,,,,,,,,,,,,,,,,,,,0.008228813,,
853,,,,,,,,,,,,,,,,,,,,,,,,0.007055977,,
854,,,,,,,,,,,,,,,,,,,,,,,,0.006189589,,
855,,,,,,,,,,,,,,,,,,,,,,,,0.007169208,,
856,,,,,,,,,,,,,,,,,,,,,,,,0.005166103,,
857,,,,,,,,,,,,,,,,,,,,,,,,0.006226877,,
858,,,,,,,,,,,,,,,,,,,,,,,,0.005983951,,
859,,,,,,,,,,,,,,,,,,,,,,,,0.004951731,,
860,,,,,,,,,,,,,,,,,,,,,,,,0.00435184,,
861,,,,,,,,,,,,,,,,,,,,,,,,0.003159715,,
862,,,,,,,,,,,,,,,,,,,,,,,,0.004524185,,
863,,,,,,,,,,,,,,,,,,,,,,,,0.004375239,,
864,,,,,,,,,,,,,,,,,,,,,,,,0.004337952,,
865,,,,,,,,,,,,,,,,,,,,,,,,0.003397896,,
866,,,,,,,,,,,,,,,,,,,,,,,,0.003414715,,
867,,,,,,,,,,,,,,,,,,,,,,,,0.003671886,,
868,,,,,,,,,,,,,,,,,,,,,,,,0.00301135,,
869,,,,,,,,,,,,,,,,,,,,,,,,0.002670678,,
870,,,,,,,,,,,,,,,,,,,,,,,,0.0022137,,
871,,,,,,,,,,,,,,,,,,,,,,,,0.002690881,,
872,,,,,,,,,,,,,,,,,,,,,,,,0.00263927,,
873,,,,,,,,,,,,,,,,,,,,,,,,0.003070678,,
874,,,,,,,,,,,,,,,,,,,,,,,,0.001371425,,
875,,,,,,,,,,,,,,,,,,,,,,,,0.002490144,,
876,,,,,,,,,,,,,,,,,,,,,,,,0.002897666,,
877,,,,,,,,,,,,,,,,,,,,,,,,0.002085675,,
878,,,,,,,,,,,,,,,,,,,,,,,,0.002127696,,
879,,,,,,,,,,,,,,,,,,,,,,,,0.0020798,,
880,,,,,,,,,,,,,,,,,,,,,,,,0.002129943,,
881,,,,,,,,,,,,,,,,,,,,,,,,0.001837077,,
882,,,,,,,,,,,,,,,,,,,,,,,,0.002438775,,
883,,,,,,,,,,,,,,,,,,,,,,,,0.001139547,,
884,,,,,,,,,,,,,,,,,,,,,,,,0.002249778,,
885,,,,,,,,,,,,,,,,,,,,,,,,0.002389095,,
886,,,,,,,,,,,,,,,,,,,,,,,,0.001969911,,
887,,,,,,,,,,,,,,,,,,,,,,,,0.001356842,,
888,,,,,,,,,,,,,,,,,,,,,,,,0.002277098,,
889,,,,,,,,,,,,,,,,,,,,,,,,0.00205533,,
