wl,ex,wl,em,Data copyright Molecular Probes
421,36.722213,621,38.4866726,
422,37.7027603,622,39.4628379,
423,38.7959393,623,40.4290608,
424,39.7323648,624,41.4901886,
425,40.6976463,625,42.3886223,
426,41.735161,626,43.3688549,
427,42.7145913,627,44.3852418,
428,43.7951108,628,45.337003,
429,44.7797538,629,46.3565534,
430,45.9181717,630,47.3413054,
431,46.840076,631,48.3432306,
432,47.8742397,632,49.3139727,
433,49.0295988,633,50.2449452,
434,50.2530955,634,51.287544,
435,51.4482946,635,52.3174887,
436,52.5580425,636,53.2150185,
437,53.7517523,637,54.4338693,
438,55.0508332,638,55.5139782,
439,56.342095,639,56.6153276,
440,57.5413898,640,57.578387,
441,58.7645141,641,58.6783807,
442,60.0764406,642,59.7259506,
443,61.2785279,643,60.6664136,
444,62.514684,644,61.7252818,
445,63.7002024,645,62.8636894,
446,64.8665454,646,64.0441263,
447,66.0094313,647,65.0573497,
448,67.2243642,648,66.0371305,
449,68.3732074,649,67.1194989,
450,69.4896574,650,67.9718358,
451,70.6092723,651,68.9832516,
452,71.8606941,652,69.8640599,
453,73.1223552,653,70.9943328,
454,74.4499198,654,72.0757974,
455,75.6501455,655,72.9728753,
456,76.9596518,656,74.1022443,
457,78.1179896,657,75.0472265,
458,79.4394107,658,75.9266791,
459,80.618227,659,76.8269205,
460,81.7748893,660,77.8035377,
461,82.7593461,661,78.7503277,
462,83.8033767,662,79.7902149,
463,84.6519308,663,80.8260347,
464,85.6060423,664,81.7059393,
465,86.3767781,665,82.8615201,
466,87.1462108,666,83.7102416,
467,87.8568144,667,84.4821353,
468,88.8373617,668,85.3082604,
469,89.3333135,669,85.9951915,
470,90.0580658,670,86.9352025,
471,90.8276847,671,87.6700381,
472,91.5494583,672,88.3931235,
473,92.3192634,673,89.1894213,
474,92.8587785,674,89.9337473,
475,93.6328654,675,90.5397832,
476,94.506366,676,90.9772499,
477,95.163167,677,91.6108536,
478,95.8305796,678,92.118821,
479,96.5054389,679,92.7569439,
480,97.1918406,680,93.1139673,
481,97.4913851,681,93.7796578,
482,98.1552605,682,94.3192603,
483,98.7048286,683,94.6889377,
484,99.1013666,684,95.2443577,
485,99.4027728,685,95.8092682,
486,99.5383032,686,96.1206468,
487,99.9406124,687,96.5820657,
488,100,688,96.9580701,
489,99.9895746,689,97.4249121,
490,99.9873406,690,97.8307438,
491,99.8298424,691,98.0544484,
492,99.6622911,692,98.3147591,
493,99.0384418,693,98.7956109,
494,98.8252794,694,99.0405561,
495,98.4090075,695,99.3510308,
496,98.0411394,696,99.5571102,
497,97.5504003,697,99.6809386,
498,96.9827739,698,99.7333623,
499,96.534295,699,99.9484802,
500,95.9460038,700,99.9127778,
501,95.6311936,701,100,
502,95.3471011,702,99.8309788,
503,94.7552727,703,99.8454405,
504,94.2838951,704,99.6221879,
505,93.6539024,705,99.4355415,
506,93.3491452,706,99.2782704,
507,92.8031142,707,98.9076891,
508,92.0701705,708,98.7707548,
509,91.5077567,709,98.6067048,
510,90.7716481,710,98.4575685,
511,89.976338,711,98.2799606,
512,89.3301486,712,97.772897,
513,88.6487734,713,97.5491924,
514,87.7763898,714,97.3024395,
515,86.7519068,715,97.2378138,
516,85.9528734,716,96.9549066,
517,85.096314,717,96.9860896,
518,84.2393824,718,96.8505111,
519,83.1061772,719,96.573479,
520,82.0079717,720,96.5933639,
521,81.2031671,721,96.3176876,
522,79.9949362,722,96.0921753,
523,79.030027,723,95.6745935,
524,78.3050885,724,95.312147,
525,77.3329188,725,95.1282121,
526,76.3311483,726,94.8407857,
527,75.037094,727,94.4869257,
528,73.9943665,728,94.0634688,
529,72.825231,729,93.6843009,
530,71.7357753,730,93.040303,
531,70.531454,731,92.3601508,
532,69.5162795,732,91.8426928,
533,68.3436067,733,91.0500104,
534,66.9089955,734,90.3874834,
535,65.4779214,735,89.746197,
536,64.1101445,736,89.0542947,
537,62.6036723,737,88.4288258,
538,61.0214298,738,87.9900033,
539,59.6609135,739,87.2208213,
540,58.2886685,740,86.4620335,
541,56.8203608,741,85.7574771,
542,55.3907761,742,84.8201777,
543,53.7882412,743,84.1070348,
544,52.3977518,744,83.4815659,
545,50.9214389,745,82.7467303,
546,49.2496495,746,82.0968573,
547,47.9129627,747,81.3371657,
548,46.7021255,748,80.4116164,
549,45.2859449,749,79.6831079,
550,43.8695781,750,78.7064906,
551,42.4870939,751,77.7791336,
552,40.9625635,752,76.9697298,
553,39.5348404,753,76.0437286,
554,38.1261065,754,75.1665356,
555,36.8610944,755,74.4705659,
556,35.7641921,756,73.6760758,
557,34.5423709,757,72.8345852,
558,33.4908936,758,71.901805,
559,32.646249,759,71.0024676,
560,31.5290543,760,70.1017743,
561,30.523002,761,69.3059284,
562,29.5664704,762,68.5769679,
563,28.7140067,763,67.7409004,
564,27.8630324,764,66.6856476,
565,27.0353291,765,65.8120701,
566,26.2595667,766,65.0650325,
567,25.5593886,767,64.0436744,
568,24.7298236,768,63.1009518,
569,23.9257636,769,62.2969712,
570,23.1369694,770,61.4310764,
571,22.1858367,771,60.6795195,
572,21.3501282,772,59.7738551,
573,20.5717594,773,59.067039,
574,19.6204405,774,58.1573072,
575,18.8195454,775,57.3167205,
576,17.9655924,776,56.5796253,
577,17.0857621,777,55.9763009,
578,16.2835638,778,55.2703888,
579,15.5519232,779,54.2671078,
580,14.8645906,780,53.5955422,
581,14.1753964,781,52.770321,
582,13.3849267,782,51.6766543,
583,12.718445,783,50.8803565,
584,12.2035041,784,49.8852102,
585,11.5919419,785,48.9985267,
586,11.1477449,786,48.1434782,
587,10.7234678,787,47.4457008,
588,10.2174629,788,46.5856811,
589,9.7954199,789,45.8879037,
590,9.4977371,790,45.1146542,
591,9.108832,791,44.3047986,
592,8.7681444,792,43.6892721,
593,8.3665798,793,43.0204181,
594,7.9823289,794,42.3913338,
595,7.6245139,795,41.9556749,
596,7.2689328,796,41.1923678,
597,6.9239634,797,40.5632835,
598,6.5663345,798,40.0110271,
599,6.1962323,799,39.1550747,
600,6.0098781,800,38.4794418,
601,5.7300674,801,37.8255014,
602,5.3865873,802,37.01429,
603,5.0207671,803,36.2112133,
604,4.7791209,804,35.4727623,
605,4.5484586,805,34.7311478,
606,4.2446323,806,34.0338223,
607,4.0279327,807,33.2388803,
608,3.8890513,808,32.5483337,
609,3.7574304,809,31.9748366,
610,3.5230448,810,31.3950125,
611,3.3679668,811,30.8188038,
612,3.2510532,812,30.2778456,
613,2.9956306,813,29.7536087,
614,2.7995956,814,29.1132261,
615,2.7052084,815,28.6319224,
616,2.6031883,816,28.0941276,
617,2.4579772,817,27.6272856,
618,2.3055055,818,27.1608955,
619,2.1666242,819,26.6208411,
620,2.0404022,820,26.2592984,
621,1.8940741,821,25.8426205,
622,1.7548204,822,25.2826812,
623,1.6673214,823,24.7105399,
624,1.5850351,824,24.1953415,
625,1.4388931,825,23.8116543,
626,1.3679631,826,23.3547547,
627,1.2756237,827,22.967904,
628,1.2078585,828,22.5272739,
629,1.0937375,829,22.1996258,
630,1.0200149,830,21.7531206,
631,0.990228,831,21.4765404,
632,1.0002811,832,21.3048076,
633,0.9302819,833,20.8754757,
634,0.8753623,834,20.3417482,
635,0.7873048,835,20.040312,
636,0.727731,836,19.7470105,
637,0.6685296,837,19.4812766,
638,0.6173334,838,19.2575721,
639,0.5804721,839,18.8725291,
640,0.5428661,840,18.6510842,
641,0.4909252,841,18.374504,
642,0.4732393,842,17.9989515,
643,0.4616968,843,17.6966114,
644,0.4276281,844,17.2736065,
645,0.3817842,845,16.9402716,
646,0.3672081,846,16.8032312,
647,0.3383419,847,16.7562841,
648,0.3447419,848,16.626445,
649,0.3457839,849,16.6220387,
650,0.3322568,850,16.4401214,
