CyPet,Violet,B,eqFP670,Yel/Grn,A,EBFP,UV,A,Sandercyanin,UV,C,mCerulean3,Violet,A,mGarnet,Yel/Grn,D,miRFP709,Red,C,EGFP,Blue,A,DsRed-Express2,Yel/Grn,C,TDsmURFP,Red,B,
EBFP2,Violet,A,TagRFP657,Red,B,Maroon0.1,Yel/Grn,E,mGrape3,Blue,C,mRuby3,Yel/Grn,A,tdTomato,Yel/Grn,C,mGarnet2,UV,C,tKeima,Violet,C,iFP2.0,Red,C,moxGFP,Blue,A,
miRFP703,Red,C,mStable,UV,C,LSSmCherry1,Blue,B,mTurquoise2,Violet,B,P4,UV,A,LSSmOrange,Violet,C,mScarlet-H,Yel/Grn,A,vsfGFP-9,Blue,A,DsRed-Express2,Yel/Grn,C,Katushka,Yel/Grn,D,
avGFP,UV,B,eqFP650,Yel/Grn,D,Sirius,UV,A,E2-Orange,Yel/Grn,C,iRFP670,Red,B,DsRed-Max,Yel/Grn,A,vsfGFP-9,Blue,A,mBeRFP,UV,C,mCRISPRed,Blue,B,TagBFP,Violet,A,
mRFP1.2,Yel/Grn,A,mCyRFP1,Violet,C,miRFP670,Red,B,P4-3E,Violet,A,TagGFP2,Blue,A,AdRed-C148S,Blue,B,mKeima,Violet,D,mAmetrine,Violet,B,mRaspberry,Yel/Grn,D,TagRFP-T,Yel/Grn,C,
Montipora sp. #20-9115,Violet,C,mRuby2,Yel/Grn,C,mKelly2,Yel/Grn,D,AdRed-C148S,Yel/Grn,A,mScarlet-I,Blue,B,mKate S158A,Yel/Grn,B,vsfGFP-9,Blue,A,mKalama1,Violet,A,RDSmCherry1,Yel/Grn,E,miRFP670nano,Red,B,
mNeptune681,Yel/Grn,E,mKelly2,Yel/Grn,D,miRFP670,Red,B,tdTomato,Yel/Grn,C,iRFP670,Red,A,dKeima,Violet,C,mKelly1,Yel/Grn,A,vsfGFP-9,Blue,A,miRFP709,Red,C,mKalama1,UV,B,
smURFP,Red,B,LSSmCherry1,Blue,B,P4,Violet,A,eqFP611,Yel/Grn,A,mGinger2,Yel/Grn,D,iFP1.4,Violet,E,vsfGFP-9,Blue,A,iRFP702,Red,A,dKeima570,Violet,C,E2-Crimson,UV,C,
mRuby2,Yel/Grn,C,Neptune,Yel/Grn,D,smURFP,Red,B,AdRed-C148S,Yel/Grn,A,mOrange2,Blue,B,dKeima,Violet,D,SOPP,UV,B,vsfGFP-9,Blue,A,mKalama1,Violet,A,RDSmCherry1,Blue,C,
Cerulean,UV,B,mKelly2,Yel/Grn,D,smURFP,Red,B,iRFP670,Red,C,mGarnet2,UV,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,cgfTagRFP,Yel/Grn,C,tKeima,Violet,C,mBlueberry2,Violet,B,
Sirius,UV,A,AdRed-C148S,Yel/Grn,E,BrUSLEE,Blue,A,mScarlet-H,Yel/Grn,A,mOrange2,Yel/Grn,C,mGinger2,Yel/Grn,D,tKeima,Violet,C,iRFP713,Red,C,miRFP670nano,Red,B,Katushka,Yel/Grn,B,
Montipora sp. #20-9115,Violet,E,SOPP3,UV,B,miRFP670,Red,B,mApple,Yel/Grn,C,HcRed7,Yel/Grn,D,vsfGFP-9,Blue,A,AdRed,Yel/Grn,A,CyOFP1,Blue,B,iRFP713,Red,C,secBFP2,Violet,A,
mCardinal,Yel/Grn,A,BrUSLEE,Blue,A,Sandercyanin,UV,C,mCerulean3,Violet,B,mGarnet,Yel/Grn,D,tKeima,Violet,C,miRFP670nano,Red,B,secBFP2,Violet,A,TagRFP-T,Yel/Grn,C,TagBFP,UV,B,
oxBFP,Violet,A,T-Sapphire,Violet,B,BrUSLEE,Blue,A,AdRed-C148S,Yel/Grn,E,mKeima,Violet,D,eqFP611,Yel/Grn,A,mGinger2,Yel/Grn,D,miRFP709,Red,C,Katushka2S,Blue,C,TagRFP-T,Yel/Grn,C,
mHoneydew,Violet,B,mStable,UV,C,DsRed2,Yel/Grn,C,mPlum,Yel/Grn,D,SOPP,UV,B,dKeima,Violet,C,oxGFP,Blue,A,iRFP713,Red,C,mTagBFP2,Violet,A,Katushka,Yel/Grn,A,
oxBFP,Violet,A,LSSmCherry1,Blue,B,Sapphire,Violet,B,mEmerald,UV,B,iRFP670,Red,B,tdTomato,Yel/Grn,C,iFP1.4,UV,C,dKeima,Violet,C,EGFP,Blue,A,iRFP702,Red,C,
Montipora sp. #20-9115,Violet,D,mKelly2,Yel/Grn,D,vsfGFP-0,Blue,A,mRuby3,Yel/Grn,C,EBFP,Violet,A,mScarlet-H,Yel/Grn,A,LSS-mKate2,UV,C,dKeima,Violet,C,miRFP709,Red,C,Katushka,Yel/Grn,E,
mNeptune681,Yel/Grn,E,mRuby2,UV,C,miRFP703,Red,C,vsfGFP-0,Blue,A,AdRed-C148S,Yel/Grn,C,mGarnet,Yel/Grn,D,tKeima,Violet,C,TagCFP,Violet,B,TDsmURFP,Red,B,secBFP2,Violet,A,
smURFP,Red,B,mApple,Blue,B,usGFP,Blue,A,mStrawberry,Yel/Grn,A,EBFP,UV,A,mPlum,Yel/Grn,B,mKate S158A,Yel/Grn,E,HcRed7,Yel/Grn,D,DsRed-Express,Yel/Grn,C,tKeima,Violet,C,
usGFP,Blue,A,iRFP682,Red,C,mCerulean3,Violet,A,mGarnet,Yel/Grn,E,DsRed-Max,Blue,B,mGarnet2,UV,C,dKeima,Violet,C,CFP,UV,B,AdRed,Yel/Grn,A,TDsmURFP,Red,B,
mRuby2,Yel/Grn,C,TurboRFP,Yel/Grn,A,P4-3E,UV,A,HcRed7,Yel/Grn,D,mCerulean3,Violet,B,DsRed-Max,Blue,B,oxGFP,Blue,A,miRFP670nano,Red,B,dKeima570,Violet,D,secBFP2,Violet,A,
pHuji,Yel/Grn,A,eqFP670,Red,B,mNeptune681,Yel/Grn,E,mNeptune,Yel/Grn,D,dKeima,Violet,C,vsfGFP-9,Blue,A,miRFP709,Red,C,TDsmURFP,Red,A,TagBFP,Violet,A,mNeptune2.5,UV,C,
mRuby,Yel/Grn,A,miRFP703,Red,C,vsfGFP-0,Blue,A,mKelly2,Yel/Grn,D,mNeptune,Yel/Grn,E,mKate S158C,Blue,C,mStrawberry,Blue,B,mScarlet-H,Yel/Grn,C,mBeRFP,Violet,C,TagBFP,Violet,A,
Sirius,UV,A,miRFP670,Red,B,AdRed-C148S,Yel/Grn,C,mUkG,Blue,A,SuperNova Green,Violet,B,HcRed7,Yel/Grn,D,CyOFP1,Blue,B,AdRed,Yel/Grn,A,miRFP720,Red,C,mCRISPRed,Violet,E,
TagRFP657,Yel/Grn,E,vsfGFP-0,Blue,A,mEmerald,Violet,B,HcRed7,Yel/Grn,A,mGarnet,Yel/Grn,D,mGarnet2,UV,C,cgfTagRFP,Yel/Grn,C,tKeima,Violet,C,miRFP670nano,Red,C,secBFP2,Violet,A,
DsRed,Blue,B,mKelly2,Yel/Grn,D,vsfGFP-0,Blue,A,FusionRed,Yel/Grn,A,mKate S158A,UV,C,iRFP670,Red,B,DsRed-Max,Yel/Grn,C,mAmetrine,Violet,B,mRaspberry,Yel/Grn,E,secBFP2,Violet,A,
DsRed2,Blue,B,mKelly2,Yel/Grn,D,usGFP,Blue,A,mKeima,Violet,C,mRuby3,Yel/Grn,A,amCyan1,Violet,B,mKalama1,Violet,A,RDSmCherry1,Blue,C,TDsmURFP,Red,B,TagRFP-T,Yel/Grn,C,
oxBFP,Violet,A,vsfGFP-0,Blue,A,Sapphire,Violet,B,mRuby3,Yel/Grn,A,LSSmOrange,Violet,C,HcRed7,Yel/Grn,D,iRFP670,Red,B,iFP1.4,Red,C,cgfTagRFP,Yel/Grn,C,SNIFP,Yel/Grn,B,
mNeptune681,Yel/Grn,E,smURFP,Red,B,P4,UV,A,vsfGFP-0,Blue,A,mApple,Blue,B,AdRed-C148S,Yel/Grn,C,mKeima,Violet,C,HcRed7,Yel/Grn,D,iFP1.4,Violet,E,miRFP670nano,Red,C,
EBFP2,Violet,A,miRFP703,Red,A,mCherry,UV,C,miRFP670,Red,B,UnaG,Blue,A,mGinger2,Yel/Grn,A,mGarnet,Yel/Grn,E,iRFP702,Red,C,tKeima,Violet,C,mRaspberry,Yel/Grn,D,
TagRFP657,Yel/Grn,D,smURFP,Red,B,iRFP670,Yel/Grn,E,mScarlet-H,Blue,B,dKeima,Violet,C,mGarnet2,UV,C,CFP,Violet,B,DsRed-Express2,Yel/Grn,A,AvicFP4,Blue,A,TagRFP-T,Yel/Grn,C,
mKO,Blue,B,miRFP703,Red,C,mKelly2,Yel/Grn,D,AdRed-C148S,Yel/Grn,A,mPlum,Yel/Grn,E,vsfGFP-9,Blue,A,mKalama1,Violet,A,TagRFP,Yel/Grn,C,dKeima570,Violet,D,mAmetrine,Violet,B,
CyPet,Violet,B,mRuby2,Yel/Grn,C,miRFP703,Red,C,mRuby3,Yel/Grn,E,mKeima,Violet,D,AdRed-C148S,Yel/Grn,A,EBFP,UV,A,HcRed7,Yel/Grn,D,mPlum,Yel/Grn,B,vsfGFP-9,Blue,A,
mKate2,Yel/Grn,E,mRuby2,Yel/Grn,B,vsfGFP-0,Blue,A,mKelly2,Yel/Grn,D,mApple,Yel/Grn,C,eqFP611,Yel/Grn,A,mKalama1,Violet,A,tKeima,Violet,C,miRFP670nano,Red,B,DsRed-Express2,Blue,B,
miRFP,Red,A,mNeptune681,Yel/Grn,E,miRFP703,Red,C,smURFP,Red,B,mKeima,Violet,C,mGarnet,Yel/Grn,D,vsfGFP-9,Blue,A,mKalama1,Violet,A,iFP2.0,Yel/Grn,B,TagRFP-T,Yel/Grn,C,
mCherry2,Yel/Grn,A,mScarlet-H,Blue,C,iRFP670,Red,B,vsfGFP-9,Blue,A,miniSOG2,UV,B,DsRed-Express,Blue,B,AdRed,Yel/Grn,D,iRFP713,Red,C,DsRed-Express2,Yel/Grn,C,tKeima,Violet,C,
Sirius,UV,A,mTurquoise2,Violet,B,FusionRed,Yel/Grn,C,UnaG,Blue,A,Sandercyanin,UV,C,iRFP670,Red,B,mCerulean3,Violet,A,E2-Crimson,Yel/Grn,D,miRFP720,Red,C,mAmetrine,UV,B,
miRFP,Violet,E,oxBFP,Violet,A,mRFP1.2,Yel/Grn,A,mCardinal,Yel/Grn,E,mRuby3,Yel/Grn,C,amCyan1,Violet,B,HcRed7,Yel/Grn,D,dKeima,Violet,C,oxGFP,Blue,A,SNIFP,Red,C,
oxBFP,Violet,A,mRuby,Yel/Grn,E,miRFP703,Red,A,HcRed7,Yel/Grn,D,dKeima,Violet,D,vsfGFP-9,Blue,A,AdRed,Yel/Grn,A,mAmetrine,Violet,B,TagRFP-T,Yel/Grn,C,Katushka,Blue,B,
miRFP703,Red,C,T-Sapphire,Violet,B,Sirius,UV,A,miRFP670,Red,B,mKeima,Violet,C,mPlum,Yel/Grn,A,AausFP1,UV,B,mGarnet,Yel/Grn,D,mGarnet2,Yel/Grn,E,cgfTagRFP,Yel/Grn,C,
eqFP670,Yel/Grn,A,LSSmCherry1,Blue,B,mKelly2,Yel/Grn,D,miRFP670,Red,C,iRFP720,Red,A,mGarnet2,UV,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,TDsmURFP,Red,B,TagRFP-T,Yel/Grn,C,
EBFP2,UV,A,mRuby2,Yel/Grn,A,mNeptune681,Yel/Grn,E,miRFP703,Red,C,mRuby3,Yel/Grn,C,iFP1.4,Violet,E,mGarnet2,Yel/Grn,D,dKeima,Violet,D,vsfGFP-9,Blue,A,miniSOG2,UV,B,
mTangerine,Yel/Grn,C,HcRed,Yel/Grn,E,vsfGFP-0,Blue,A,AdRed-C148S,Yel/Grn,A,mCerulean3,Violet,A,mGinger1,Yel/Grn,D,mCerulean,UV,B,tKeima,Violet,C,miRFP720,Red,C,TDsmURFP,Red,B,
Neptune,Yel/Grn,E,TurboRFP,Yel/Grn,C,SuperNova Red,Blue,B,HcRed7,Yel/Grn,A,mGarnet,Yel/Grn,D,mGarnet2,UV,C,EGFP,Blue,A,tKeima,Violet,C,iRFP702,Red,C,TagBFP,Violet,A,
miRFP,Red,A,mOrange,Yel/Grn,C,P4-3E,Violet,A,mKeima,Violet,C,mGarnet,Yel/Grn,D,mGarnet2,Yel/Grn,B,vsfGFP-9,Blue,A,mCarmine,Yel/Grn,E,miRFP670nano,Red,B,miRFP720,Red,C,
mCherry2,Yel/Grn,E,HcRed,UV,C,AdRed-C148S,Yel/Grn,A,mRuby3,Yel/Grn,C,HcRed7,Yel/Grn,D,vsfGFP-9,Blue,A,miRFP709,Red,A,miRFP670nano,Red,B,mCRISPRed,Violet,C,mBlueberry2,Violet,A,
miRFP703,Red,C,Montipora sp. #20-9115,Violet,C,eqFP650,Yel/Grn,E,tdTomato,Blue,B,mKate,Blue,C,mGinger2,Yel/Grn,D,dTomato,Yel/Grn,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,KillerRed,Yel/Grn,A,
mRuby,Yel/Grn,A,Cerulean,Violet,B,P4-3E,UV,A,miRFP670,Red,B,WasCFP,Blue,A,mKeima,Violet,D,iRFP670,Red,A,mKelly1,Yel/Grn,D,miRFP709,Red,C,miniSOG2,UV,B,
Montipora sp. #20-9115,Blue,B,HcRed,UV,C,smURFP,Red,B,TagGFP2,Violet,B,mRuby3,Yel/Grn,A,mGinger1,Yel/Grn,D,SOPP,UV,B,mScarlet,Yel/Grn,C,moxGFP,Blue,A,secBFP2,Violet,A,
mRuby2,Yel/Grn,C,eqFP670,Yel/Grn,B,miRFP703,Red,C,mNeptune681,Yel/Grn,A,mKelly2,Yel/Grn,D,mKeima,Violet,C,mGarnet2,Yel/Grn,E,vsfGFP-9,Blue,A,mCarmine,Red,B,CFP,UV,B,
mNeptune681,Yel/Grn,E,Cerulean,Violet,A,smURFP,Red,B,miRFP670,Red,A,mEGFP,Blue,A,mGarnet2,Yel/Grn,D,mKelly1,Yel/Grn,A,miRFP709,Red,C,cgfTagRFP,Yel/Grn,C,tKeima,Violet,C,
mRuby,Yel/Grn,A,miRFP703,Red,C,mNeptune681,Yel/Grn,E,Sirius,UV,A,smURFP,Red,B,mStrawberry,Yel/Grn,C,ZsYellow1,Blue,A,tKeima,Violet,C,TagRFP-T,Yel/Grn,D,TagBFP,Violet,B,
pHuji,Yel/Grn,D,Sirius,UV,A,mEmerald,Blue,A,mRuby3,Yel/Grn,A,ECFP,Violet,B,mGarnet,Red,C,miRFP709,Red,A,dTomato,Yel/Grn,C,CFP,UV,B,tKeima,Violet,C,
mTangerine,Yel/Grn,C,T-Sapphire,Violet,B,mWasabi,Blue,A,mKeima,Violet,C,EBFP,UV,A,eqFP611,Yel/Grn,A,mGinger1,Yel/Grn,D,miRFP709,Red,C,mScarlet,Blue,C,RDSmCherry1,Yel/Grn,E,
mRuby,Yel/Grn,A,mPlum,Yel/Grn,B,mKate S158A,Yel/Grn,E,mLumin,Yel/Grn,D,dKeima,Violet,C,EGFP,Blue,A,mKalama1,Violet,A,TagRFP,Yel/Grn,C,miRFP670nano,Red,B,TagRFP-T,Blue,B,
T-Sapphire,Violet,B,miRFP670,Red,B,Superfolder GFP,Blue,A,smURFP,Yel/Grn,E,iRFP682,Yel/Grn,B,AdRed-C148S,Yel/Grn,A,mKeima,Violet,C,iFP1.4,Red,C,mCarmine,Yel/Grn,D,TagBFP,Violet,A,
miRFP,Red,A,EBFP2,Violet,A,miRFP703,Red,C,T-Sapphire,Violet,B,mCardinal,Yel/Grn,E,mRuby3,Yel/Grn,C,BrUSLEE,Blue,A,dKeima,Violet,C,mGarnet2,Yel/Grn,D,mCarmine,Yel/Grn,A,
mHoneydew,Blue,A,miRFP703,Red,C,mNeptune,Red,B,mKeima,UV,C,AdRed-C148S,Yel/Grn,A,mScarlet-H,Yel/Grn,C,SOPP,UV,B,mKelly1,Yel/Grn,D,mKalama1,Violet,A,Katushka,Yel/Grn,E,
mOrange,Yel/Grn,C,mKelly2,Yel/Grn,D,tdTomato,Yel/Grn,A,mOrange2,Blue,B,eqFP611,Yel/Grn,E,vsfGFP-9,Blue,A,miRFP709,Red,C,tKeima,Violet,D,mAmetrine,Violet,B,secBFP2,Violet,A,
pHuji,Yel/Grn,A,T-Sapphire,UV,B,AdRed-C148S,Yel/Grn,C,mKate S158A,Yel/Grn,D,mGarnet,Red,B,DsRed-Max,Blue,B,tKeima,Violet,C,RDSmCherry1,Yel/Grn,E,miRFP720,Red,C,mBlueberry2,Violet,A,
miRFP,Red,A,mRuby,Yel/Grn,A,P4,UV,B,mApple,Blue,B,AdRed-C148S,Yel/Grn,D,mGarnet2,Yel/Grn,E,moxCerulean3,Violet,B,vsfGFP-9,Blue,A,cgfTagRFP,Yel/Grn,C,tKeima,Violet,C,
mRuby2,Yel/Grn,C,Jred,Blue,B,Sirius,UV,A,ZsGreen,Blue,A,mKeima,Violet,D,eqFP611,Yel/Grn,A,mCerulean,UV,B,miRFP709,Red,C,AdRed,Yel/Grn,D,miniSOG2,Violet,B,
EBFP2,UV,B,smURFP,Red,B,SuperNova Red,Yel/Grn,A,mRuby3,Yel/Grn,C,mKeima,UV,C,UnaG,Blue,A,dKeima,Blue,B,tKeima,Violet,C,iRFP702,Red,C,mRaspberry,Yel/Grn,D,
pHuji,Blue,B,mHoneydew,Blue,A,Sapphire,UV,B,SuperNova Red,Yel/Grn,A,AdRed-C148S,Yel/Grn,E,mKeima,Violet,D,mPlum,Yel/Grn,D,miRFP670nano,Red,B,mAmetrine,Violet,B,secBFP2,Violet,A,
mRuby2,Yel/Grn,A,vsfGFP-0,Blue,A,mStrawberry,UV,C,iRFP670,Red,B,mPlum,Yel/Grn,D,HcRed7,Yel/Grn,E,dTomato,Blue,B,mKalama1,Violet,A,tKeima,Violet,C,TagRFP-T,Yel/Grn,C,
mRuby2,UV,C,mNeptune,Yel/Grn,D,vsfGFP-0,Blue,A,AdRed-C148S,Yel/Grn,A,mGarnet,Yel/Grn,E,miRFP709,Red,C,mKalama1,Violet,A,iRFP702,Red,A,tKeima,Violet,C,TDsmURFP,Red,B,
miRFP,Violet,E,mKate2,UV,C,EBFP2,Violet,A,mRuby2,Yel/Grn,A,Sapphire,Violet,B,mGinger2,Yel/Grn,D,iRFP720,Red,C,DsRed-Max,Yel/Grn,C,oxGFP,Blue,A,tKeima,Violet,C,
mNeptune681,Yel/Grn,E,miRFP670,Red,C,KO,Yel/Grn,C,mScarlet-H,Yel/Grn,A,iRFP670,Red,B,HcRed7,Yel/Grn,D,mMiCy,Blue,A,tKeima,Violet,C,E2-Crimson,UV,C,secBFP2,Violet,A,
mRFP1.2,Yel/Grn,E,mRFP1,Yel/Grn,A,HcRed7,Yel/Grn,D,mPlum,Yel/Grn,B,dKeima,Violet,C,vsfGFP-9,Blue,A,mScarlet,Blue,B,miRFP670nano,Red,B,cgfTagRFP,Yel/Grn,C,mTagBFP2,Violet,A,
mRuby,Blue,B,miRFP703,Red,A,mRuby3,Yel/Grn,C,mGinger2,Yel/Grn,D,SOPP,Violet,B,dKeima,Violet,C,vsfGFP-9,Blue,A,mKalama1,Violet,A,AdRed,Yel/Grn,E,cgfTagRFP,Yel/Grn,A,
mRuby,Yel/Grn,A,mNeptune681,Yel/Grn,E,miRFP670,Red,B,Sirius,Violet,A,UnaG,Blue,A,mScarlet-H,Yel/Grn,C,mCarmine,UV,C,miRFP670nano,Red,C,mAmetrine,Violet,B,Katushka,Yel/Grn,D,
EBFP2,UV,A,DsRed,Yel/Grn,A,AdRed-C148S,Yel/Grn,D,mPlum,Yel/Grn,E,vsfGFP-9,Blue,A,CFP,Violet,B,miRFP670nano,Red,B,tKeima,Violet,D,TagRFP-T,Yel/Grn,C,mTagBFP2,Violet,A,
mRuby2,Yel/Grn,C,eqFP650,Yel/Grn,D,mKate,Yel/Grn,E,vsfGFP-9,Blue,A,AdRed,Yel/Grn,A,DsRed-Express,Blue,B,RDSmCherry1,Blue,C,TDsmURFP,Red,B,mCRISPRed,Violet,C,secBFP2,Violet,A,
miRFP,Red,C,Aquamarine,UV,B,vsfGFP-0,Blue,A,mCardinal,Yel/Grn,E,mRuby3,Yel/Grn,C,mPlum,Yel/Grn,D,EBFP,UV,A,dKeima,Violet,C,DsRed-Max,Blue,B,AdRed,Yel/Grn,A,
TurboRFP,Blue,B,T-Sapphire,Violet,B,mNeptune,Yel/Grn,D,FusionRed,Yel/Grn,A,Sapphire,UV,B,mGinger1,Yel/Grn,E,dKeima,Violet,D,vsfGFP-9,Blue,A,miRFP709,Red,C,mTagBFP2,Violet,A,
mRuby,Yel/Grn,A,mTangerine,Blue,B,mRuby2,Yel/Grn,C,miRFP670,Red,B,AdRed-C148S,Yel/Grn,D,iFP1.4,Red,C,LSS-mKate2,Violet,D,vsfGFP-9,Blue,A,mScarlet,Yel/Grn,E,secBFP2,Violet,A,
T-Sapphire,UV,B,smURFP,Yel/Grn,E,miRFP670,Red,B,Sapphire,Violet,B,mGrape3,Blue,B,mKeima,Violet,C,UnaG,Blue,A,iFP1.4,Red,C,mKalama1,Violet,A,cgfTagRFP,Yel/Grn,C,
EBFP2,Violet,A,mRuby2,Yel/Grn,A,T-Sapphire,Violet,B,vsfGFP-0,Blue,A,miRFP670,Red,B,mKate,Yel/Grn,D,DsRed-Max,Blue,B,cgfTagRFP,Yel/Grn,C,mBeRFP,Violet,D,Katushka2S,Violet,C,
mNeptune681,Yel/Grn,E,mCardinal,Yel/Grn,B,Sirius,UV,A,Superfolder GFP,Blue,A,miRFP670,Red,B,P4-3E,Violet,A,mApple,UV,C,AdRed-C148S,Yel/Grn,A,HcRed7,Yel/Grn,D,dKeima,Violet,C,
miRFP703,Red,C,mKate S158C,Yel/Grn,E,mRuby3,Yel/Grn,C,mGrape3,Blue,C,EBFP,Violet,A,iFP1.4,UV,C,mGarnet,Yel/Grn,D,dKeima,Violet,C,KillerRed,Yel/Grn,A,muGFP,Blue,A,
miRFP703,Red,C,HcRed,Violet,D,mNeptune,Yel/Grn,D,mApple,Blue,B,BrUSLEE,Blue,A,AdRed-C148S,Yel/Grn,C,LSS-mKate2,Violet,C,DsRed-Max,Yel/Grn,A,RDSmCherry1,Yel/Grn,E,secBFP2,Violet,A,
miRFP,Violet,E,mRuby,Yel/Grn,A,mNeptune681,Yel/Grn,E,mKelly2,Yel/Grn,D,mRuby3,Yel/Grn,C,BrUSLEE,Blue,A,EBFP,Violet,A,iRFP670,Red,B,dKeima,Violet,C,DsRed-Express2,Blue,C,
pHuji,Yel/Grn,C,oxBFP,UV,A,smURFP,Red,B,SuperNova Red,Violet,C,eqFP611,Yel/Grn,A,dKeima,Violet,D,SOPP,UV,B,oxGFP,Blue,A,miRFP709,Red,C,AdRed,Yel/Grn,D,
mCherry2,Yel/Grn,A,miRFP670,Red,B,mGinger2,Yel/Grn,D,iRFP720,Red,C,dKeima,Violet,D,vsfGFP-9,Blue,A,dTomato,Blue,C,TagRFP,Yel/Grn,C,RDSmCherry1,Yel/Grn,E,mBlueberry2,Violet,A,
miRFP703,Red,C,CyPet,UV,B,mCardinal,Yel/Grn,E,Sirius,UV,A,mKeima,Violet,C,mRuby3,Yel/Grn,A,mScarlet-I,Blue,B,mGinger2,Yel/Grn,D,oxGFP,Blue,A,cgfTagRFP,Yel/Grn,C,
miRFP,Red,C,mCardinal,Yel/Grn,D,mEmerald,Blue,A,mKate S158A,Blue,B,amCyan1,Violet,B,mKate,Yel/Grn,E,eqFP611,Yel/Grn,A,mOrange2,Yel/Grn,C,dKeima,Violet,C,secBFP2,Violet,A,
miRFP,Red,C,mNeptune,Red,B,mKelly2,Yel/Grn,E,mApple,Blue,B,AdRed-C148S,Yel/Grn,C,mGinger2,Yel/Grn,D,dKeima,Violet,C,vsfGFP-9,Blue,A,AdRed,Yel/Grn,A,miniSOG2,UV,B,
pHuji,Yel/Grn,A,Sirius,UV,B,UnaG,Blue,A,mGinger1,Yel/Grn,D,DsRed-Max,Blue,B,dTomato,Yel/Grn,C,tKeima,Violet,D,TDsmURFP,Red,B,mTagBFP2,Violet,A,TagRFP-T,Yel/Grn,E,
mKate2,UV,C,miRFP703,Red,C,mNeptune,Yel/Grn,E,usGFP,Blue,A,AdRed-C148S,Yel/Grn,A,mKeima,Violet,C,mKate S158A,Yel/Grn,B,HcRed7,Yel/Grn,D,tdTomato,Yel/Grn,C,mKalama1,Violet,A,
mRuby2,Yel/Grn,A,mRFP1,Yel/Grn,E,P4-3E,UV,A,mApple,Yel/Grn,C,iFP1.4,Red,C,mGinger2,Yel/Grn,D,mCerulean3,Violet,B,oxGFP,Blue,A,tKeima,Violet,C,mTagBFP2,Violet,A,
pHuji,Yel/Grn,A,mTangerine,Yel/Grn,C,mRuby2,Yel/Grn,D,eqFP670,Red,B,P4-3E,UV,A,mKeima,Violet,C,E2-Orange,Blue,B,UnaG,Blue,A,iFP1.4,Red,C,TagBFP,Violet,A,
mTangerine,Yel/Grn,C,SOPP3,UV,B,LSSmCherry1,Blue,C,EBFP,UV,A,SuperNova Green,Violet,B,dKeima570,Violet,C,mBeRFP,Blue,B,miRFP720,Red,C,muGFP,Blue,A,mNeptune2.5,Red,B,
miRFP,Violet,E,Neptune,Red,B,mNeptune681,Yel/Grn,E,miRFP670,Red,C,vsfGFP-0,Blue,A,mRuby3,Yel/Grn,A,mKeima,Violet,C,mGarnet,Yel/Grn,D,DsRed-Express,Blue,B,TagBFP,Violet,A,
miRFP,Red,C,pHuji,Yel/Grn,C,AdRed-C148S,Blue,C,HcRed7,Yel/Grn,D,mScarlet-H,Blue,B,tdTomato,Yel/Grn,A,eqFP611,Yel/Grn,E,vsfGFP-9,Blue,A,tKeima,Violet,C,secBFP2,Violet,A,
mRuby,Blue,B,CyPet,Violet,B,P4,UV,A,mKate S158C,Yel/Grn,E,AdRed-C148S,Yel/Grn,A,HcRed7,Yel/Grn,D,iFP1.4,Red,C,dKeima,Violet,C,vsfGFP-9,Blue,A,TDsmURFP,Red,B,
mNeptune681,Yel/Grn,E,vsfGFP-0,Blue,A,P4,UV,A,mKelly2,Yel/Grn,D,mApple,Yel/Grn,A,LSSmOrange,Violet,C,mRuby3,Yel/Grn,C,iFP1.4,Violet,E,iRFP702,Red,C,secBFP2,Violet,B,
mHoneydew,Blue,A,T-Sapphire,UV,B,smURFP,Red,B,Sirius,UV,A,mPlum,Yel/Grn,D,cgfTagRFP,Yel/Grn,C,iRFP713,Yel/Grn,E,iFP2.0,Red,C,TagBFP,Violet,B,mTagBFP2,Violet,A,
miRFP,Red,C,mNeptune681,Yel/Grn,E,mKelly2,Yel/Grn,D,P4,Violet,A,mKeima,Violet,C,mRuby3,Yel/Grn,C,iFP1.4,Violet,E,mEGFP,Blue,A,mGarnet2,UV,C,mKelly1,Yel/Grn,A,
mNeptune681,Blue,C,mRFP1.2,Yel/Grn,E,mRuby3,Yel/Grn,A,mGarnet,Yel/Grn,D,dKeima,Violet,C,vsfGFP-9,Blue,A,mCarmine,UV,C,AdRed,Yel/Grn,C,TDsmURFP,Red,B,secBFP2,Violet,A,
miRFP,Red,C,mKate2,Yel/Grn,E,TurboRFP,Blue,B,mKate S158C,Yel/Grn,D,mKate S158A,Yel/Grn,B,vsfGFP-9,Blue,A,TagRFP,Yel/Grn,C,AdRed,Yel/Grn,A,tKeima,Violet,C,mTagBFP2,Violet,A,
mRuby,Yel/Grn,A,smURFP,Red,C,mPlum,Yel/Grn,E,DsRed-Max,Yel/Grn,C,dKeima,Violet,C,mCarmine,UV,C,AdRed,Yel/Grn,D,mNeonGreen,Blue,A,SNIFP,Red,A,secBFP2,Violet,A,
TurboRFP,Blue,B,miRFP670,Red,B,UnaG,Blue,A,dKeima,Violet,C,AdRed,Yel/Grn,A,DsRed-Express2,Yel/Grn,C,miRFP670nano,Red,C,TDsmURFP,Red,A,mNeptune2.5,UV,C,secBFP2,Violet,A,
