Wavelength,DsRed2 (EX),DsRed2 (EM),Sirius (EX),Sirius (EM),Cerulean (EX),Cerulean (EM),iRFP713 (EX),iRFP713 (EM),iRFP720 (EX),iRFP720 (EM),mOrange (EX),mOrange (EM),mPlum (EX),mPlum (EM),TagRFP (EX),TagRFP (EM)
778,0,0,0,0,0,0,0,0.216298865,0,0.210739974,0,0,0,0.108082882,0,0
779,0,0,0,0,0,0,0,0.215322161,0,0.209183074,0,0,0,0.106659956,0,0
780,0,0,0,0,0,0,0,0.214562158,0,0.207985975,0,0,0,0.105968418,0,0
781,0,0,0,0,0,0,0,0.214160357,0,0.207158676,0,0,0,0.103157209,0,0
782,0,0,0,0,0,0,0,0.214007556,0,0.206649776,0,0,0,0.103423063,0,0
783,0,0,0,0,0,0,0,0.212907852,0,0.206079376,0,0,0,0.100192028,0,0
784,0,0,0,0,0,0,0,0.211510046,0,0.205450977,0,0,0,0.096224037,0,0
785,0,0,0,0,0,0,0,0.20993654,0,0.204937377,0,0,0,0.096030794,0,0
786,0,0,0,0,0,0,0,0.207761231,0,0.204530077,0,0,0,0.093793239,0,0
787,0,0,0,0,0,0,0,0.205289421,0,0.204128478,0,0,0,0.094771894,0,0
788,0,0,0,0,0,0,0,0.203666315,0,0.203970178,0,0,0,0.091921993,0,0
789,0,0,0,0,0,0,0,0.20251131,0,0.203893678,0,0,0,0.085981505,0,0
790,0,0,0,0,0,0,0,0.201473506,0,0.203569178,0,0,0,0.085019413,0,0
791,0,0,0,0,0,0,0,0.200754303,0,0.202840978,0,0,0,0.084253962,0,0
792,0,0,0,0,0,0,0,0.2001,0,0.201892979,0,0,0,0.08529286,0,0
793,0,0,0,0,0,0,0,0.198476194,0,0.20048898,0,0,0,0.083699979,0,0
794,0,0,0,0,0,0,0,0.196687987,0,0.198783281,0,0,0,0.079858117,0,0
795,0,0,0,0,0,0,0,0.194638379,0,0.197117282,0,0,0,0.079517483,0,0
796,0,0,0,0,0,0,0,0.191996868,0,0.195732783,0,0,0,0.079222989,0,0
797,0,0,0,0,0,0,0,0.189603558,0,0.194521383,0,0,0,0.077505065,0,0
798,0,0,0,0,0,0,0,0.187939252,0,0.193678784,0,0,0,0.077898494,0,0
799,0,0,0,0,0,0,0,0.186864547,0,0.193316784,0,0,0,0.075540596,0,0
800,0,0,0,0,0,0,0,0.185849043,0,0.193088184,0,0,0,0.071789425,0,0
